source_notice_id,m0_candidate_notice_id,m1_candidate_notice_id,profile_candidate_notice_id,m0_m1_status,m1_buyer_match_mechanism,profile_evidence_status,profile_conflict_flag
24-107602,24-117088,24-117088,24-117088,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-108447,25-63108,25-63108,25-63108,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-110066,24-139192,24-139192,24-139192,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-116379,,25-87479,25-87479,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-116796,,26-48762,26-48762,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
24-117088,25-55152,25-55152,25-55152,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-117855,25-20873,25-20873,25-20873,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-12133,24-36876,24-36876,24-36876,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-121883,,25-18090,25-18090,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-122943,25-80306,25-80306,25-80306,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-127069,,25-53206,25-53206,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
24-130324,25-80306,25-80306,25-80306,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-131094,25-925,25-925,25-925,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-13163,,25-28394,25-28394,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-131879,25-5091,25-5091,25-5091,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-138333,,25-54937,25-54937,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
24-138709,25-13176,25-34950,25-34950,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-139192,,25-42228,25-42228,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-139939,25-51236,25-51236,25-51236,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-140255,25-51370,25-51370,25-51370,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-14341,25-28394,25-28394,25-28394,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-14769,,25-28394,25-28394,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-36186,24-37419,24-37419,24-37419,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-36876,24-106137,24-106137,24-106137,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-37419,,24-115034,24-115034,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-43365,,25-15910,25-15910,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
24-45430,26-6827,26-6827,26-6827,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
24-48331,25-38470,25-38470,25-38470,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
24-51821,24-139412,24-139412,24-139412,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-55627,,25-15910,25-15910,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
24-57634,24-67023,24-67023,24-67023,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
24-5775,,25-140719,25-140719,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-57852,25-38470,25-38470,25-38470,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
24-60252,24-72692,24-72692,24-72692,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-61757,25-21094,25-21094,25-21094,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-62548,24-74174,24-74174,24-74174,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-65111,,25-22758,25-22758,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-65481,,26-47097,26-47097,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-69922,,24-139412,24-139412,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-72692,,24-117088,24-117088,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-73665,24-81519,24-81519,24-81519,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-74022,,25-57823,25-57823,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
24-76881,,25-66012,25-66012,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-81519,24-140255,24-140255,24-140255,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
24-81981,25-111645,25-128548,25-128548,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-83533,25-37560,25-37560,25-37560,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-111645,26-6662,26-6662,26-6662,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-1181,25-2044,25-2044,25-2044,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
25-121114,25-129489,25-129489,25-129489,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-129489,26-28296,26-28296,26-28296,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-131747,26-66594,26-66594,26-66594,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
25-13176,25-76566,25-76566,25-76566,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-134888,26-56462,26-43788,26-43788,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
25-135711,26-56462,26-56462,26-56462,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
25-137164,26-56462,26-33573,26-33573,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
25-142895,,26-60182,26-60182,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,AMBIGUOUS,False
25-15910,26-6827,26-6827,26-6827,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
25-20873,25-51370,25-84924,25-84924,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-21094,26-2995,26-2995,26-2995,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
25-22758,26-17888,26-17888,26-17888,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-25051,26-6662,26-6662,26-6662,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-26250,26-2995,26-2995,26-2995,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
25-26359,25-131747,25-131747,25-131747,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
25-28394,26-17888,26-17888,26-17888,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-30282,26-6662,26-6662,26-6662,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-3764,,25-18090,25-18090,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-38470,25-130935,25-130935,25-130935,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,AMBIGUOUS,False
25-44864,,25-142895,25-142895,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-47444,26-2995,26-2995,26-2995,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
25-48468,25-49952,25-49952,25-49952,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-48827,25-51236,25-51236,25-51236,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
25-49867,25-51236,25-51236,25-51236,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
25-50686,26-16633,26-16633,26-16633,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-5091,25-51370,25-84924,25-84924,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-51370,25-137164,25-90009,25-90009,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
25-5328,25-49175,25-49175,25-49175,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
25-53540,26-1571,26-1571,26-1571,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-54937,,26-11967,26-11967,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
25-55152,26-45351,26-45351,26-45351,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-63108,26-45351,26-45351,26-45351,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-71246,26-2995,26-2995,26-2995,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
25-74714,,25-138044,25-138044,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-76566,25-138044,25-138044,25-138044,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-7967,25-97524,25-97524,25-97524,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
25-80306,25-129489,25-129489,25-129489,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
25-83123,25-108260,25-108260,25-108260,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
26-1571,26-63482,26-63482,26-63482,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
26-20284,26-56462,26-56462,26-56462,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
26-23621,26-62679,26-62679,26-62679,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
26-31691,26-65847,26-65847,26-65847,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
26-32976,26-62132,26-62132,26-62132,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
26-48762,26-52332,26-52332,26-52332,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
26-9688,26-56462,26-56462,26-56462,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
