source_notice_id,candidate_notice_id,candidate_rank,n_candidates_for_source,top1_top2_margin,composite_score,s_text,s_cpv,s_time,s_buyer,gap_months,abs_gap_to_expected_end,gradient_boosting_score,logistic_score
15-139562,16-146809,1,1,0.3924934496444621,0.3924934496444621,0.470999994416253,0.2,0.4305738063950942,0.6,12.976346911957949,3.416557161629435,0.7550695512879111,0.9648146830124636
15-140619,15-164088,1,2,0.1483518966599761,0.2740770498478586,0.2656378259216084,0.2,0.2444152431011826,0.6,1.445466491458607,4.533508541392904,0.04062032654528749,0.5441772053820162
15-140966,16-101519,1,1,0.4112560153250095,0.4112560153250095,0.3756679594355756,0.1,0.7590889180902322,0.6,9.724047306176084,1.445466491458607,0.3517317447092359,0.9307169105796497
15-141361,16-96174,1,1,0.2841176204249085,0.2841176204249085,0.0073093391277968,0.0,0.7262374069207184,1.0,9.461235216819974,1.6425755584756898,0.0012841193812426195,0.23969690671043337
15-142165,15-169682,1,1,0.2319024894115752,0.2319024894115752,0.207388002411146,0.1,0.2772667542706964,0.6,1.6425755584756898,4.336399474375821,0.030706293665329308,0.34651448469820334
15-142353,16-120395,1,1,0.267385760111747,0.267385760111747,0.0416328018711198,0.0,0.61125711782742,1.0,10.873850197109066,2.33245729303548,0.0011059198422350427,0.27895733087404895
15-142860,15-164088,1,1,0.1829427934679461,0.1829427934679461,0.102701204539542,0.1,0.2279894875164257,0.6,1.3469119579500657,4.6320630749014455,0.0341696427429395,0.2860830270996695
15-143083,16-27767,1,3,0.1190140377212471,0.3594889639333722,0.1687732991175632,0.0,0.9616732369689006,0.6,5.256241787122208,0.2299605781865965,0.006231276780140421,0.26703313419352376
15-144617,16-38113,1,2,0.0552948548413439,0.2104095412139658,0.0596145204824278,0.0,0.5181778361804643,0.6,5.7490144546649145,2.890932982917214,0.0011986959288750058,0.04917567945377906
15-145608,16-73008,1,1,0.182488474036692,0.182488474036692,0.0075416885373478,0.1,0.3593955321944809,0.6,7.851511169513797,3.843626806833114,0.2725912925679225,0.7258649993255011
15-145893,16-85545,1,1,0.3158324904763189,0.3158324904763189,0.1379019782960216,0.0,0.8302671922908453,0.6,8.5742444152431,1.0183968462549278,0.00340765410567436,0.6371225098034764
15-146024,16-74267,1,5,0.0421460716129457,0.2811603381706345,0.0075515324992911,0.0,0.8740692071835304,0.6,7.982917214191852,0.7555847568988173,0.019344962309860374,0.45706992685111414
15-146824,16-9312,1,1,0.355229200784168,0.355229200784168,0.0943536266694895,0.1,0.9288217257993868,0.6,5.551905387647832,0.4270696452036793,0.247212157452608,0.8163833332867769
15-147732,16-78789,1,3,0.0885511709593308,0.3921100005465589,0.3952720496186646,0.1,0.6550591327201052,0.6,8.04862023653088,2.0696452036793693,0.13014251839445076,0.8443503399737269
15-153604,16-79410,1,1,0.2807536152253722,0.2807536152253722,0.0653782661404476,0.1,0.6714848883048621,0.6,7.982917214191852,1.971090670170828,0.27875548381223975,0.8378738222421485
15-153858,16-68672,1,4,0.0836933546401977,0.3485225267821162,0.0595481242019541,0.1,0.9507227332457292,0.6,7.09592641261498,0.2956636005256242,0.034351283117165676,0.8146580820920215
15-154566,16-98551,1,1,0.3335424197903906,0.3335424197903906,0.0209840990945018,0.2,0.8247919404292597,0.6,8.639947437582128,1.0512483574244416,0.14602494276272165,0.6053914179892491
15-157399,16-55859,1,3,0.0298529803074335,0.2871874005776759,0.1033149809384071,0.1,0.6441086289969338,0.6,6.176084099868594,2.135348226018397,0.053298480239611604,0.7027291961668822
15-159244,16-49246,1,22,0.0023311791268285,0.3919024006740638,0.1913124094097836,0.1,0.939772229522558,0.6,5.650459921156373,0.3613666228646517,0.036106352619368474,0.6649635700366421
15-159973,16-94711,1,2,0.0945166388035125,0.6339472406175941,0.080153370039381,1.0,0.9835742444152432,0.6,8.21287779237845,0.0985545335085413,0.9366216007067407,0.999755623017731
15-160513,16-61061,1,8,0.0539510370989962,0.3473741736428451,0.0562671152326079,0.1,0.9507227332457292,0.6,6.307490144546649,0.2956636005256242,0.01619111687838096,0.6664735633648042
15-160539,16-57014,1,23,0.012094204252004,0.3835546253335273,0.155728940161996,0.1,0.9561979851073148,0.6,5.7490144546649145,0.2628120893561104,0.01314147499149292,0.18613957642156917
15-160688,16-83187,1,2,0.1201497962977954,0.2564980092945217,0.0348600903815694,0.0,0.7371879106438897,0.6,7.588699080157687,1.5768725361366622,0.0012596087567195767,0.10987532549395783
15-162447,16-49246,1,22,0.0256173784610879,0.4066816401657618,0.2335388079574922,0.1,0.939772229522558,0.6,5.650459921156373,0.3613666228646517,0.012409383156383349,0.2461719544271618
15-162906,16-68875,1,2,0.0751881736493416,0.3653643551227942,0.1467765756152171,0.1,0.8959702146298729,0.6,6.636005256241787,0.6241787122207622,0.09790680092382799,0.8368475714704483
15-164187,16-10778,1,7,0.0933140774489815,0.4997917898394153,0.7501904213796198,0.2,0.4689005694261936,0.6,2.8252299605781865,3.1865965834428382,0.00859313152740251,0.3501716562004787
