notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,variant
24-80509,SIRET:49279054800019,RAW_SIRET,2024-07-10,2024-12-21,2025-06-21,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,False,0,24.080157687253614,,,,baseline_broad
24-81620,NAME:ville de saint sebastien sur loire,NAME_FALLBACK,2024-07-11,2024-09-24,2029-09-24,2026-07-13,72.0,72700.0,DIGITAL_ICT,True,60.0,False,0,24.0473061760841,,,,baseline_broad
24-88815,SIRET:24720013200014,RAW_SIRET,2024-07-28,2025-08-02,2025-12-02,2026-07-13,72.0,72260.0,DIGITAL_ICT,True,4.0,False,0,23.488830486202364,,,,baseline_broad
24-80097,SIRET:19440100600011,RAW_SIRET,2024-07-10,2024-07-10,2025-01-10,2026-07-13,31.0,31710.0,DIGITAL_ICT,True,6.0,True,0,24.080157687253614,,,,baseline_broad
24-81192,SIRET:45151864100035,RAW_SIRET,2024-07-12,2024-07-12,2024-11-12,2026-07-13,35.0,35631.0,DIGITAL_ICT,True,4.0,False,1,0.0657030223390276,24-82336,0.306010368989281,MEDIUM,baseline_broad
24-82099,NAME:grand port maritime de nantes saint nazaire 18 quai ernest renaud nantes 44186,NAME_FALLBACK,2024-07-11,2024-07-11,2025-01-11,2026-07-13,72.0,72242.0,DIGITAL_ICT,True,6.0,True,1,0.164257555847569,24-83982,0.3661260188703058,MEDIUM,baseline_broad
24-83640,SIRET:80355563000018,RAW_SIRET,2024-07-17,2024-11-14,2025-03-14,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,4.0,False,1,9.888304862023652,25-53516,0.6925876203034181,HIGH,baseline_broad
24-90120,NAME:chambre de commerce et d industrie charente-maritime,NAME_FALLBACK,2024-07-30,2024-07-30,2024-11-30,2026-07-13,32.0,32424.0,DIGITAL_ICT,True,4.0,True,0,23.423127463863338,,,,baseline_broad
24-80432,SIRET:24440040400129,RAW_SIRET,2024-07-10,2024-07-10,2025-01-10,2026-07-13,72.0,72222.0,DIGITAL_ICT,True,6.0,True,1,5.157687253613666,24-139939,0.440742498125682,POTENTIAL,baseline_broad
24-83734,SIRET:19490970100303,RAW_SIRET,2024-07-17,2024-11-24,2025-05-24,2026-07-13,48.0,48931.0,DIGITAL_ICT,True,6.0,False,0,23.850197109067018,,,,baseline_broad
24-76658,SIRET:18004301001485,RAW_SIRET,2024-07-03,2024-07-03,2025-01-03,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,24.31011826544021,,,,baseline_broad
24-76881,SIRET:21440162200011,RAW_SIRET,2024-07-03,2024-11-23,2025-05-23,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,False,1,14.520367936925098,25-103197,0.5593012700445689,HIGH,baseline_broad
24-77946,SIRET:28440002500011,RAW_SIRET,2024-07-05,2025-01-05,2029-01-05,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,48.0,False,0,24.244415243101184,,,,baseline_broad
