source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,n_candidates_for_source,top1_top2_margin,score_no_temporal,variant,threshold_used
15-32168,19-147943,2015-03-03,2019-10-02,SIRET:23440003400026,RAW_SIRET,54.993429697766096,2019-09-03,0.9526938239159,0.8412176960140166,0.2503159023174722,1.0,1.0,0.650147421081487,False,False,1,8,0.2957459765069643,0.650147421081487,no_temporal_score_reference_pool,0.187116725139698
15-39187,15-56571,2015-03-16,2015-04-14,NAME:caisse des depots,NAME_FALLBACK,0.9526938239159,2015-09-16,5.091984231274639,0.1513359614542269,0.8554006006749058,0.1,0.6,0.5191869469816228,True,False,1,1,0.4272242005997737,0.5191869469816228,no_temporal_score_reference_pool,0.187116725139698
15-42765,15-167650,2015-03-20,2015-11-03,NAME:cg49,NAME_FALLBACK,7.490144546649145,2015-09-20,1.445466491458607,0.7590889180902322,0.3505830839685025,0.1,0.6,0.28360543918530123,True,False,1,5,0.1269342335478957,0.28360543918530123,no_temporal_score_reference_pool,0.187116725139698
15-44894,15-126736,2015-03-24,2015-08-13,NAME:prefecture,NAME_FALLBACK,4.664914586070959,2015-09-24,1.3797634691195797,0.7700394218134035,0.4191345179414422,0.1,0.6,0.31559610837267305,True,False,1,1,0.4292069367328556,0.31559610837267305,no_temporal_score_reference_pool,0.187116725139698
15-45169,19-75795,2015-03-27,2019-05-15,NAME:vendee eau,NAME_FALLBACK,49.60578186596583,2019-07-02,1.5768725361366622,0.7371879106438897,0.2171700865939043,0.8,0.6,0.5013460404104888,False,False,1,1,0.560306507968839,0.5013460404104888,no_temporal_score_reference_pool,0.187116725139698
15-49442,15-91934,2015-04-09,2015-09-28,NAME:ville de saumur,NAME_FALLBACK,5.650459921156373,2015-10-09,0.3613666228646517,0.939772229522558,0.150173944905668,0.1,0.6,0.19008117428931176,True,False,1,2,0.2176169728763994,0.19008117428931176,no_temporal_score_reference_pool,0.187116725139698
15-55407,20-37940,2015-04-20,2020-03-14,NAME:nantes metropole,NAME_FALLBACK,58.80420499342969,2019-12-14,2.9894875164257555,0.5017520805957074,0.1800650781952533,0.2,0.6,0.2440303698244516,False,False,1,22,0.0431820055371505,0.2440303698244516,no_temporal_score_reference_pool,0.187116725139698
15-56649,20-5957,2015-04-14,2020-01-16,SIRET:23440003400026,RAW_SIRET,57.09592641261498,2019-09-30,3.54796320630749,0.4086727989487516,0.0111384229050183,0.2,1.0,0.2185312640223419,False,True,1,9,0.0483740471291543,0.2185312640223419,no_temporal_score_reference_pool,0.187116725139698
15-56776,18-27688,2015-04-15,2018-02-27,NAME:ville d angers,NAME_FALLBACK,34.46123521681997,2018-04-15,1.5440210249671484,0.7426631625054753,0.7059445296288916,0.0,0.6,0.4094407804934828,False,False,1,2,0.2028491080563093,0.4094407804934828,no_temporal_score_reference_pool,0.187116725139698
15-58339,20-6485,2015-04-17,2020-01-19,NAME:cnieg,NAME_FALLBACK,57.09592641261498,2019-08-06,5.45335085413929,0.0911081909767849,0.0655784447598255,0.2,0.6,0.19060327422125195,False,False,1,3,0.1590996687317833,0.19060327422125195,no_temporal_score_reference_pool,0.187116725139698
