source_notice_id,candidate_notice_id,buyer_key,buyer_key_type,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,variant,threshold_used
16-10778,20-97584,NAME:gie sesam vitale,NAME_FALLBACK,2016-01-22,2020-07-31,54.2706964520368,2020-11-09,3.3180026281208934,0.4469995619798511,0.3086336928625344,0.2,0.6,0.3397716829968498,False,False,1,0.1316562812951837,4,balanced,0.32302169365652333
16-108742,17-20203,NAME:cap atlantique,NAME_FALLBACK,2016-07-20,2017-02-10,6.734559789750328,2017-01-20,0.6898817345597897,0.8850197109067017,0.0336635787313206,0.1,0.6,0.3230371802826376,True,False,1,0.1134474495825609,2,balanced,0.32302169365652333
16-109275,17-46886,NAME:agence regionale pays de la loire ti,NAME_FALLBACK,2016-07-22,2017-04-06,8.47568988173456,2017-01-22,2.431011826544021,0.5948313622426631,0.6704804032736493,0.1,0.6,0.473375981706443,True,False,1,0.0966933988019619,3,balanced,0.32302169365652333
16-123593,19-130357,NAME:departement de la sarthe,NAME_FALLBACK,2016-08-22,2019-08-27,36.136662286465175,2019-08-22,0.164257555847569,0.9726237406920718,0.0,0.1,0.6,0.3331559351730179,True,False,1,0.0626371540157897,11,balanced,0.32302169365652333
16-124376,21-35651,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2016-08-23,2021-03-19,54.82917214191853,2020-12-20,2.923784494086728,0.5127025843188786,0.2744994737957507,0.4,0.6,0.4042504619082324,False,False,1,0.0203386904515882,7,balanced,0.32302169365652333
16-12477,19-87510,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,2016-01-27,2019-06-06,40.27595269382392,2019-06-09,0.0985545335085413,0.9835742444152432,0.1388448772885176,0.0,0.6,0.3544892681547919,False,False,1,0.114409800047784,3,balanced,0.32302169365652333
16-125010,20-93634,NAME:departement de la sarthe,NAME_FALLBACK,2016-08-25,2020-07-22,46.87910643889619,2020-08-25,1.1169513797634691,0.8138414367060884,0.0193629116304269,0.2,0.6,0.3302373782471715,False,False,1,0.3302373782471715,1,balanced,0.32302169365652333
16-128161,21-7561,NAME:nantes metropole,NAME_FALLBACK,2016-09-09,2021-01-18,52.29960578186597,2020-09-09,4.303547963206308,0.282742006132282,0.7318807754060992,1.0,0.6,0.6868437729252053,False,False,1,0.1694240254075805,17,balanced,0.32302169365652333
16-128870,21-26465,NAME:chu de nantes,NAME_FALLBACK,2016-09-05,2021-02-27,53.745072273324574,2021-02-02,0.8212877792378449,0.8631187034603591,0.2125555253571742,1.0,0.6,0.6501741097401008,False,False,1,0.12664610639019,9,balanced,0.32302169365652333
16-130215,20-155309,SIRET:22850001300658,RAW_SIRET,2016-09-08,2020-12-20,51.37976346911957,2021-03-04,2.431011826544021,0.5948313622426631,0.6544952866829984,1.0,1.0,0.7777811908997152,False,False,1,0.0710233679455247,3,balanced,0.32302169365652333
