notice_id,publication_date,buyer_name_raw,buyer_name_normalized,buyer_key,buyer_key_type,buyer_identity_source,buyer_identity_confidence,enrichment_join_status,department_key
18-137945,2018-10-03,Ville d'Ecouflant,ville d ecouflant,NAME:ville d ecouflant,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49
18-145704,2018-10-17,Vendée Habitat - OPH de Vendée,vendee habitat - oph de vendee,NAME:vendee habitat - oph de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
18-165102,2018-11-26,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,com d agglo reg nazairienne estuaire,NAME:com d agglo reg nazairienne estuaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-160502,2018-11-16,ARAFER,arafer,NAME:arafer,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72;75
18-157478,2018-11-09,COMMUNE DE REZE,commune de reze,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-164871,2018-11-26,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-158087,2018-11-15,SM Mégalis,sm megalis,NAME:sm megalis,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-157794,2018-11-12,COMMUNAUTE COMMUNES PAYS DE REDON,communaute communes pays de redon,NAME:communaute communes pays de redon,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;44;56
18-163624,2018-11-22,COMMUNE DE SAINT NAZAIRE,commune de saint nazaire,NAME:commune de saint nazaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-167367,2018-11-30,SI ENERGIES DE MAINE ET LOIRE,si energies de maine et loire,NAME:si energies de maine et loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
18-174630,2018-12-14,GIE des EPL de Vendée,gie des epl de vendee,NAME:gie des epl de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
18-167431,2018-12-03,CNIEG,cnieg,NAME:cnieg,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-181130,2018-12-30,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-174547,2018-12-14,Mission Val de Loire (Syndicat Mixte I,mission val de loire syndicat mixte i,NAME:mission val de loire syndicat mixte i,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,37;41;45;49
18-178145,2018-12-20,Saint Barthélemy d'Anjou,saint barthelemy d anjou,NAME:saint barthelemy d anjou,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
18-180250,2018-12-24,COMMUNE DE MAUGES SUR LOIRE,commune de mauges sur loire,NAME:commune de mauges sur loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
18-173960,2018-12-15,CNIEG,cnieg,NAME:cnieg,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-170789,2018-12-09,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
18-179957,2018-12-24,CNAM,cnam,NAME:cnam,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,16;50;54;72;75;93
18-179972,2018-12-22,GROUPEMENT D'INTERET PUBLIC ARRONAX,groupement d interet public arronax,NAME:groupement d interet public arronax,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
18-173792,2018-12-13,SI ENERGIES DE MAINE ET LOIRE,si energies de maine et loire,NAME:si energies de maine et loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
18-175843,2018-12-19,GIE des EPL de Vendée,gie des epl de vendee,NAME:gie des epl de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
18-179065,2018-12-23,AGCE POUR L ENST FR A L ETRANGER,agce pour l enst fr a l etranger,NAME:agce pour l enst fr a l etranger,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
18-174875,2018-12-18,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-177187,2018-12-21,GIE des EPL de Vendée,gie des epl de vendee,NAME:gie des epl de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
18-168544,2018-12-06,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-174360,2018-12-14,EC TRAVX PUB NORMANDIE INST JEAN FRERE,ec travx pub normandie inst jean frere,NAME:ec travx pub normandie inst jean frere,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,14;27;53;61;72;75;76
18-166821,2018-12-01,CNIEG,cnieg,NAME:cnieg,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
18-180161,2018-12-26,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-13728,2019-01-25,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-8820,2019-01-19,AGCE POUR L ENST FR A L ETRANGER,agce pour l enst fr a l etranger,NAME:agce pour l enst fr a l etranger,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
19-10579,2019-01-21,Ville d'Angers,ville d angers,NAME:ville d angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-12872,2019-01-24,Communauté d'agglomération du Niortais,communaute d agglomeration du niortais,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,16;17;33;44;49;79;85;86;87
19-5147,2019-01-11,Ville de Bouguenais,ville de bouguenais,NAME:ville de bouguenais,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-2163,2019-01-07,Communauté Communes Parthenay-Gâtine,communaute communes parthenay-gatine,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,16;17;79;85;86
19-4449,2019-01-12,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-9782,2019-01-18,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,com d agglo reg nazairienne estuaire,NAME:com d agglo reg nazairienne estuaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-10189,2019-01-21,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-14536,2019-01-28,CENTRE DE GESTION DE LA FONCTION PUBLI,centre de gestion de la fonction publi,NAME:centre de gestion de la fonction publi,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-2530,2019-01-10,CTRE NATIONAL D ENST A DISTANCE,ctre national d enst a distance,NAME:ctre national d enst a distance,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-7404,2019-01-18,DIR INTERDEPARTEMENTALE ROUTES OUEST,dir interdepartementale routes ouest,NAME:dir interdepartementale routes ouest,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;53;56
19-6267,2019-01-23,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-15670,2019-02-01,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-21370,2019-02-08,ESAT Foyers,esat foyers,NAME:esat foyers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-16942,2019-02-03,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-22491,2019-02-11,DIRISI,dirisi,NAME:dirisi,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,14;22;29;35;44;50;56;85
19-27651,2019-02-20,Comm Comm de Doué la Fontaine,comm comm de doue la fontaine,NAME:comm comm de doue la fontaine,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-22390,2019-02-13,Agrocampus Ouest,agrocampus ouest,NAME:agrocampus ouest,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;49
19-22643,2019-02-12,COMMUNE DE LOIRE AUTHION,commune de loire authion,NAME:commune de loire authion,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-23754,2019-02-13,B R G M,b r g m,NAME:b r g m,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,14;49;61
19-17531,2019-02-03,association songo,association songo,NAME:association songo,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-20943,2019-02-08,MINDEF/SGA/DCSID/ESID Bordeaux,mindef sga dcsid esid bordeaux,NAME:mindef sga dcsid esid bordeaux,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-17376,2019-02-04,SPL OCEAN MARAIS DE MONTS TOURISME,spl ocean marais de monts tourisme,NAME:spl ocean marais de monts tourisme,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-19984,2019-02-07,Vendée Grand Littoral,vendee grand littoral,NAME:vendee grand littoral,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-21591,2019-02-10,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-21908,2019-02-13,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-29459,2019-02-22,Laval Agglomération,laval agglomeration,NAME:laval agglomeration,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
19-18202,2019-02-04,Ville de Villemomble,ville de villemomble,NAME:ville de villemomble,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,38;44;93
19-36958,2019-03-14,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-43213,2019-03-20,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-48029,2019-03-27,CC ANJOU BLEU COMMUNAUTE,cc anjou bleu communaute,NAME:cc anjou bleu communaute,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-33752,2019-03-01,CHBR REG METIERS ARTISANAT NOUV AQUIT,chbr reg metiers artisanat nouv aquit,NAME:chbr reg metiers artisanat nouv aquit,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,17;24;33;44;47;64;79;86
19-43954,2019-03-21,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-51014,2019-03-29,Ministère des Affaires étrangères,ministere des affaires etrangeres,NAME:ministere des affaires etrangeres,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
19-34512,2019-03-06,Ministère des Affaires étrangères,ministere des affaires etrangeres,NAME:ministere des affaires etrangeres,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,14;22;35;44;50;53;56;61;75
19-51024,2019-03-31,Ville d'Ancenis-Saint-Géréon,ville d ancenis-saint-gereon,NAME:ville d ancenis-saint-gereon,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-50622,2019-03-29,IPHV LES HAUTS THEBAUDIERES,iphv les hauts thebaudieres,NAME:iphv les hauts thebaudieres,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-39813,2019-03-14,DEPARTEMENT DE LA MAYENNE,departement de la mayenne,NAME:departement de la mayenne,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;53;72
19-41352,2019-03-15,Agence Régionale Pays de la Loire TI,agence regionale pays de la loire ti,NAME:agence regionale pays de la loire ti,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-50828,2019-03-29,Ville de Saumur,ville de saumur,NAME:ville de saumur,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-37169,2019-03-10,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-46133,2019-03-27,CC du Pays des Achards,cc du pays des achards,NAME:cc du pays des achards,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-49300,2019-03-30,Ville de Cholet,ville de cholet,NAME:ville de cholet,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;85
19-50035,2019-03-30,université de Rennes 1,universite de rennes 1,NAME:universite de rennes 1,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;56
19-52455,2019-04-03,ARS Pays de La Loire,ars pays de la loire,NAME:ars pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-54309,2019-04-25,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-54406,2019-04-09,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-66871,2019-04-26,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,NAME:communaute de communes de grand lieu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-58562,2019-04-11,Commune de Mouilleron le Captif,commune de mouilleron le captif,NAME:commune de mouilleron le captif,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-67912,2019-04-29,SEC GAL POUR L ADM MIN INTERIEUR OUEST,sec gal pour l adm min interieur ouest,NAME:sec gal pour l adm min interieur ouest,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,36;37;41;49;72;79;86
19-62635,2019-04-21,VILLE DE LA ROCHE SUR YON,ville de la roche sur yon,NAME:ville de la roche sur yon,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-58204,2019-04-13,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-59879,2019-04-15,Université de Nantes,universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-66602,2019-04-26,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-55110,2019-04-11,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-69736,2019-05-05,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-76202,2019-05-15,Université de Rennes 1,universite de rennes 1,NAME:universite de rennes 1,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,29;35;44;56
19-79923,2019-05-22,MSA Loire-Atlantique - Vendée,msa loire-atlantique - vendee,NAME:msa loire-atlantique - vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-81650,2019-05-24,Commune de Vallet,commune de vallet,NAME:commune de vallet,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49;79;85
19-73211,2019-05-09,Ville de Talmont - Saint Hilaire,ville de talmont - saint hilaire,NAME:ville de talmont - saint hilaire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-75324,2019-05-14,Conseil général de la Vendée,conseil general de la vendee,NAME:conseil general de la vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-67059,2019-05-08,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-73678,2019-05-10,Université de Nantes,universite de nantes,NAME:universite de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-74485,2019-05-18,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-79758,2019-05-23,AGCE POUR L ENST FR A L ETRANGER,agce pour l enst fr a l etranger,NAME:agce pour l enst fr a l etranger,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;75
19-81470,2019-05-24,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-82611,2019-05-27,Conseil général de la Vendée,conseil general de la vendee,NAME:conseil general de la vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-70724,2019-05-03,CAISSE ALLOCATIONS FAMILIALES MORBIHAN,caisse allocations familiales morbihan,NAME:caisse allocations familiales morbihan,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,22;29;35;44;56
19-78493,2019-05-20,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-100067,2019-06-30,SEC GAL POUR L ADM MIN INTERIEUR OUEST,sec gal pour l adm min interieur ouest,NAME:sec gal pour l adm min interieur ouest,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,14;29;35;37;44;45;49;72;76
19-76134,2019-06-04,VILLE DE LA ROCHE SUR YON,ville de la roche sur yon,NAME:ville de la roche sur yon,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-92746,2019-06-19,CC du Pays des Achards,cc du pays des achards,NAME:cc du pays des achards,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-87996,2019-06-06,MAUGES COMMUNAUTE,mauges communaute,NAME:mauges communaute,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49
19-92498,2019-06-21,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-97686,2019-06-27,SYND DEP D ENERGIE ET D EQPT DE VENDEE,synd dep d energie et d eqpt de vendee,NAME:synd dep d energie et d eqpt de vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-98987,2019-06-29,Conseil départemental Loire-Atlantique,conseil departemental loire-atlantique,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-95207,2019-06-20,Ville d'Avrillé,ville d avrille,NAME:ville d avrille,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-97324,2019-06-25,CTE ORGAN LILLE METROPOLE CAPITALE MON,cte organ lille metropole capitale mon,NAME:cte organ lille metropole capitale mon,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,33;44;59;60;62;69;80
19-87143,2019-06-05,COMMUNE DE REZE,commune de reze,NAME:commune de reze,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-95263,2019-06-20,ville de Coulaines,ville de coulaines,NAME:ville de coulaines,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,72
19-94580,2019-06-20,CC VENDEE GRAND LITTORAL,cc vendee grand littoral,NAME:cc vendee grand littoral,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-103229,2019-07-04,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-103833,2019-07-05,METROPOLE NANTES METROPOLE,metropole nantes metropole,NAME:metropole nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-117534,2019-07-29,COMMUNE DE OMBREE D ANJOU,commune de ombree d anjou,NAME:commune de ombree d anjou,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;44;49;53
19-105133,2019-07-10,Ville de Château-Gontier,ville de chateau-gontier,NAME:ville de chateau-gontier,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,53
19-117771,2019-07-29,SDIS49,sdis49,NAME:sdis49,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-110681,2019-07-16,CC VENDEE GRAND LITTORAL,cc vendee grand littoral,NAME:cc vendee grand littoral,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;85
19-101998,2019-07-04,Mairie de Coueron,mairie de coueron,NAME:mairie de coueron,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;44;49;53;56;85
19-115344,2019-07-26,FONDATION PARTENARIALE POLYTECH,fondation partenariale polytech,NAME:fondation partenariale polytech,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,13;44;59;69;75;91;92;94
19-116578,2019-07-27,Chambre Agriculture Pays de la Loire,chambre agriculture pays de la loire,NAME:chambre agriculture pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-110311,2019-07-16,EPF de la Vendée,epf de la vendee,NAME:epf de la vendee,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-117328,2019-07-26,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-106429,2019-07-11,CCIR Pays de la Loire,ccir pays de la loire,NAME:ccir pays de la loire,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-103253,2019-07-06,Communauté de Cnes Terres de Montaigu,communaute de cnes terres de montaigu,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,85
19-105305,2019-07-08,METROPOLE NANTES METROPOLE,metropole nantes metropole,NAME:metropole nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-103125,2019-07-04,CNIEG,cnieg,NAME:cnieg,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-109687,2019-07-17,SEMITAN mandataire de Nantes Métropole,semitan mandataire de nantes metropole,NAME:semitan mandataire de nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-108933,2019-07-12,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-105083,2019-07-10,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-112016,2019-07-21,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-114079,2019-07-24,Baie de Somme Habitat,baie de somme habitat,NAME:baie de somme habitat,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-107821,2019-07-12,SDIS49,sdis49,NAME:sdis49,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-118070,2019-07-29,MAUGES COMMUNAUTE,mauges communaute,NAME:mauges communaute,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44;49
19-109269,2019-08-02,Ville de Nantes,ville de nantes,NAME:ville de nantes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-125270,2019-08-14,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,NAME:ctre hosp universitaire angers,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,49
19-119269,2019-08-02,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-123920,2019-08-09,Nantes Métropole,nantes metropole,NAME:nantes metropole,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-125363,2019-08-13,GIP ESEA Nouvelle-Aquitaine,gip esea nouvelle-aquitaine,NAME:gip esea nouvelle-aquitaine,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,13;31;33;44;64;69;75;86;87
19-130305,2019-08-27,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,NAME:communaute de communes de grand lieu,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,44
19-123299,2019-08-09,MINDEF/EMA/DC SCA/PFAF CO Rennes,mindef ema dc sca pfaf co rennes,NAME:mindef ema dc sca pfaf co rennes,NAME_FALLBACK,NAME_FALLBACK,LOW,NOT_IN_ENRICHMENT,35;37;49;75
