source_notice_id,candidate_notice_id,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,buyer_match_mechanism,cross_establishment_same_siren,source_buyer_identity_source,candidate_buyer_identity_source
16-106116,16-165866,2016-07-13,2016-11-16,4.139290407358739,2017-01-13,1.9053876478318004,0.6824353920280333,0.7543458816919579,0.1,0.75,0.5396299065991936,True,False,1,0.08279335222166184,8,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-109275,17-46886,2016-07-22,2017-04-06,8.47568988173456,2017-01-22,2.431011826544021,0.5948313622426631,0.6678379109059637,0.1,0.6,0.47245110937775303,True,False,1,0.09575518282271467,3,MEDIUM,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-118057,16-118029,2016-08-07,2016-08-10,0.09855453350854139,2016-12-07,3.909329829172142,0.34844502847130965,0.9999999999999998,1.0,0.6,0.7971112571178274,False,False,1,0.7971112571178274,1,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-119669,17-90968,2016-08-12,2017-07-01,10.611038107752957,2017-03-17,3.4822601839684624,0.41962330267192294,0.8211773870450614,1.0,0.75,0.767317911133752,False,False,1,0.6073123906867621,2,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-123498,17-25915,2016-08-22,2017-02-22,6.044678055190539,2017-02-22,0.0,1.0,0.18722897432966806,1.0,0.75,0.6905301410153839,False,False,1,0.20590976760819507,11,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-124376,17-71849,2016-08-23,2017-05-24,9.00131406044678,2017-06-20,0.8869908015768725,0.8521681997371879,0.14371574580513616,0.8,0.75,0.5783425609660946,False,False,1,0.13847419358253782,20,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-127861,17-44864,2016-09-01,2017-03-31,6.931668856767411,2017-01-01,2.923784494086728,0.5127025843188786,0.8797296996844912,1.0,0.75,0.8110810409692915,False,False,1,0.47152591992292237,7,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-128161,16-137769,2016-09-09,2016-09-21,0.39421813403416556,2017-03-09,5.551905387647832,0.07468243539202801,0.9525684573918161,0.1,0.6,0.44206956893514254,True,False,1,0.08002963856537793,19,MEDIUM,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-134501,16-184210,2016-09-15,2016-12-25,3.3180026281208934,2017-03-15,2.628120893561104,0.5619798510731493,0.03599069907966841,1.0,0.75,0.5280917074461713,False,False,1,0.18963134826964917,8,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-136057,16-166758,2016-09-19,2016-11-17,1.9382391590013142,2017-03-24,4.1721419185282524,0.30464301357862456,0.21930665753270198,1.0,0.75,0.5279180835311019,False,False,1,0.18638746868218042,2,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-136139,17-68186,2016-09-19,2017-05-18,7.917214191852826,2017-10-05,4.599211563731932,0.23346473937801138,0.9999999999999998,0.2,0.75,0.5433661848445028,False,True,1,0.0916280517628349,24,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-142611,16-176618,2016-09-30,2016-12-09,2.299605781865966,2017-03-30,3.6465177398160313,0.39224704336399474,0.045599957796002684,1.0,0.75,0.48902174606959964,False,True,1,0.13413563130832062,6,MEDIUM,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-15282,16-54252,2016-02-02,2016-04-15,2.3981603153745072,2016-08-02,3.5808147174770038,0.40319754708716604,0.9141059707640261,1.0,0.6,0.7807364765392006,False,True,1,0.23880036340217692,2,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-153795,17-94724,2016-10-26,2017-07-09,8.409986859395532,2017-05-28,1.3797634691195795,0.7700394218134035,0.33832444340487,0.4,0.6,0.49092341064505535,False,False,1,0.14337719450154857,9,MEDIUM,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-155186,17-26666,2016-10-26,2017-02-25,4.0078843626806835,2017-04-26,1.971090670170828,0.6714848883048621,0.2479478050219949,1.0,0.6,0.6146529538339138,False,False,1,0.009061370142061431,3,POTENTIAL,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-161272,17-15162,2016-11-07,2017-01-31,2.7923784494086727,2017-05-07,3.1537450722733245,0.4743758212877792,1.0000000000000002,0.2,0.6,0.5885939553219448,False,False,1,0.1259789067403274,4,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
