source_notice_id,candidate_notice_id,repair_rule_pass,repair_failure_reasons,s_text,s_cpv,composite_score,gradient_boosting_score,top1_top2_margin,source_etat,candidate_etat,source_annonce_lie,candidate_annonce_lie,source_token_count,candidate_token_count
18-174630,18-175843,False,TEXT_MIN,0.0501489278586356,1.0,0.3852722298753582,0.4965187939260514,0.003179616233005,INITIAL,INITIAL,,,18,15
18-180161,19-37169,True,,1.0,1.0,0.71,0.7767767192455922,0.4004400805083178,INITIAL,INITIAL,,,18,20
18-18750,18-35949,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999986,1.0,0.8436508979413049,0.9141409671662284,0.8436508979413049,INITIAL,RECTIFICATIF,,18-18750,31,31
18-26824,19-1779,False,TEXT_MIN,0.2552825798883648,0.8,0.6026953768987288,0.8535290492306111,0.1572512429481323,INITIAL,INITIAL,,,9,7
18-27476,18-146489,True,,0.3377670388599821,1.0,0.7682184636009937,0.9325709878726977,0.6074155617806868,INITIAL,INITIAL,,,15,5
18-29333,19-27651,False,TEXT_MIN,0.0548295505144151,0.1,0.123754512631863,0.5166127861652138,0.123754512631863,INITIAL,INITIAL,,,8,17
18-29375,18-34097,False,INITIAL_CANDIDATE;NO_EXPLICIT_LINKED_NOTICE_REF,0.9999999999999992,1.0,0.7231953569864211,0.5208281616371462,0.4517892165879389,INITIAL,RECTIFICATIF,,18-29375,18,18
18-30222,19-1779,False,TEXT_MIN,0.0079692016179902,0.8,0.466858427749827,0.8238107072141869,0.075947591152199,INITIAL,INITIAL,,,21,7
18-32259,19-10579,False,TEXT_MIN,0.0209101714787785,0.1,0.1611599967236609,0.2702194186802205,0.1611599967236609,INITIAL,INITIAL,,,6,11
18-32739,18-38804,False,TEXT_MIN,0.0936872916680928,1.0,0.4922211258902276,0.7765675139466922,0.4922211258902276,INITIAL,INITIAL,,,5,10
18-35804,18-72093,True,,1.0,1.0,0.8956657906263688,0.9045792077931486,0.6570470876123137,INITIAL,INITIAL,,,8,8
18-41400,18-177907,True,,0.9999999999999998,0.1,0.5736508979413053,0.4066221969747903,0.3859636563416649,INITIAL,INITIAL,,,15,15
18-43533,18-154990,False,TEXT_MIN,0.0,0.1,0.2838786684187472,0.2820759239544035,0.2838786684187472,INITIAL,INITIAL,,,9,12
18-57918,18-151695,False,TEXT_MIN,0.1068523288338282,1.0,0.6460295021264435,0.9514353264698866,0.2897176317804076,INITIAL,INITIAL,,,18,17
18-58630,18-123694,False,TEXT_MIN,0.0532867779001234,0.8,0.3646972404209783,0.8402958820242822,0.0647754277152363,INITIAL,INITIAL,,,19,11
18-58840,18-120644,True,,0.848584446080931,1.0,0.904266930197533,0.9507305512024328,0.6403484139545663,INITIAL,INITIAL,,,18,18
18-61655,19-36958,False,TEXT_MIN,0.0913911828032765,1.0,0.5667022008843443,0.9248390844247398,0.1919305025808986,INITIAL,INITIAL,,,17,12
18-79940,18-126992,True,,0.8630533981161581,1.0,0.7875067094895822,0.9302222515600992,0.4112107129761552,INITIAL,INITIAL,,,18,18
18-86637,19-87996,False,TEXT_MIN,0.0075443351695208,0.1,0.1154175650535285,0.3207649307301446,0.1154175650535285,INITIAL,INITIAL,,,7,4
