source_notice_id,candidate_notice_id,buyer_key_type,buyer_key,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,source_annonce_lie,source_etat,source_schema_family,source_notice_type_normalized,source_text_length,source_token_count,candidate_annonce_lie,candidate_etat,candidate_schema_family,candidate_notice_type_normalized,candidate_text_length,candidate_token_count,repair_pass_text_min,repair_pass_initial_source,repair_pass_initial_candidate,repair_pass_no_explicit_linked_notice_ref,repair_pass_min_token_count,repair_rule_pass,repair_failure_reasons,repair_rule_version,rule_role
20-91088,22-16534,RAW_SIRET,SIRET:24720013200014,2020-07-18,2022-02-03,18.561103810775293,2021-11-23,2.365308804204993,0.6057818659658345,0.3246330467212676,0.2,1.0,0.4250670328439022,False,False,1,0.0887583782164324,5,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,99,15,,INITIAL,LEGACY,APPEL_OFFRE,88,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-91517,22-39891,NAME_FALLBACK,NAME:nantes metropole,2020-07-19,2022-03-19,19.97371879106439,2022-03-06,0.4270696452036793,0.9288217257993868,0.308632718870194,0.0,0.6,0.4002268830544146,False,False,1,0.0148970662525235,19,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,135,20,,INITIAL,LEGACY,APPEL_OFFRE,158,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
20-96618,20-115241,NAME_FALLBACK,NAME:ch le mans,2020-07-29,2020-09-23,1.8396846254927728,2021-02-13,4.697766097240473,0.2170389837932544,0.5638167266698864,1.0,0.6,0.6115956002827738,False,False,1,0.1394847204890906,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,91,13,,INITIAL,LEGACY,APPEL_OFFRE,55,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-103501,21-156574,NAME_FALLBACK,NAME:departement de la sarthe,2021-07-23,2021-11-26,4.139290407358739,2022-01-23,1.9053876478318,0.6824353920280333,0.3198361347751099,1.0,0.6,0.6425514951782969,False,False,1,0.6425514951782969,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,100,14,,INITIAL,LEGACY,APPEL_OFFRE,138,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-104870,22-83349,RAW_SIRET,SIRET:22530001100015,2021-07-29,2022-06-16,10.578186596583445,2022-05-11,1.1826544021024967,0.8028909329829172,0.6128460635097774,1.0,1.0,0.8152188554741514,False,False,1,0.2043641331056634,9,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,150,19,,INITIAL,LEGACY,APPEL_OFFRE,103,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-111036,22-19299,NAME_FALLBACK,NAME:ville de bouguenais,2021-08-13,2022-02-09,5.913272010512483,2022-03-20,1.281208935611038,0.7864651773981604,0.3377839624650236,0.0,0.6,0.3748406812122983,False,False,1,0.1298278708430751,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,78,11,,INITIAL,LEGACY,APPEL_OFFRE,125,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-11178,21-28206,NAME_FALLBACK,NAME:saint nazaire agglomeration tourisme,2021-01-25,2021-03-02,1.1826544021024967,2021-05-25,2.759526938239159,0.5400788436268069,0.9999999999999992,0.0,0.6,0.5450197109067014,False,False,1,0.5450197109067014,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,185,30,,INITIAL,LEGACY,APPEL_OFFRE,185,30,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-117181,22-57715,NAME_FALLBACK,NAME:satt ouest valorisation,2021-08-31,2022-04-22,7.687253613666228,2022-02-28,1.7411300919842312,0.7098116513359615,0.6207670451588572,0.1,0.6,0.4847213786395903,True,False,1,0.4847213786395903,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,199,29,,INITIAL,LEGACY,APPEL_OFFRE,129,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-118586,22-66076,NAME_FALLBACK,NAME:ch le mans,2021-09-05,2022-05-11,8.147174770039422,2022-06-21,1.3469119579500657,0.775514673674989,0.6520640114512443,0.0,0.6,0.4821010724266827,False,False,1,0.0461238081712543,5,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,195,34,,INITIAL,LEGACY,APPEL_OFFRE,121,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-119536,21-157863,NAME_FALLBACK,NAME:commune de saint-herblain,2021-09-06,2021-12-02,2.8580814717477003,2022-03-06,3.088042049934297,0.4853263250109505,0.3002059288123773,0.2,0.6,0.3464036563370696,False,False,1,0.0697447234561602,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,54,10,,INITIAL,LEGACY,APPEL_OFFRE,123,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-125738,21-161861,NAME_FALLBACK,NAME:commune de saint nazaire,2021-09-20,2021-12-09,2.628120893561104,2022-03-20,3.3180026281208934,0.4469995619798511,0.9321375392082408,1.0,0.6,0.797998029217847,False,False,1,0.797998029217847,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,87,13,,INITIAL,LEGACY,APPEL_OFFRE,107,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-12893,21-145116,RAW_SIRET,SIRET:22530001100015,2021-01-30,2021-10-30,8.968462549277266,2021-09-12,1.5768725361366622,0.7371879106438897,1.0000000000000002,0.4,1.0,0.7542969776609724,False,False,1,0.4230663609073145,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,62,7,,INITIAL,LEGACY,APPEL_OFFRE,62,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-130369,21-157863,NAME_FALLBACK,NAME:commune de saint-herblain,2021-10-01,2021-12-02,2.0367936925098555,2022-04-01,3.942181340341656,0.342969776609724,1.0,1.0,0.6,0.795742444152431,False,False,1,0.5197151959962335,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,123,16,,INITIAL,LEGACY,APPEL_OFFRE,123,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-148591,22-12003,NAME_FALLBACK,NAME:laval agglomeration,2021-11-10,2022-01-26,2.5295663600525624,2022-03-10,1.4126149802890933,0.7645641699518178,0.6788589799893974,1.0,0.6,0.7887416854842435,False,False,1,0.7887416854842435,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,93,15,,INITIAL,LEGACY,APPEL_OFFRE,136,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-148611,22-171933,RAW_SIRET,SIRET:24720013200014,2021-11-10,2023-01-01,13.699080157687254,2023-02-13,1.4126149802890933,0.7645641699518178,0.5777380990772488,1.0,1.0,0.7933493771649914,False,False,1,0.6103445589433533,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,64,8,,INITIAL,LEGACY,APPEL_OFFRE,67,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-23645,21-51020,NAME_FALLBACK,NAME:semitan,2021-02-19,2021-04-16,1.8396846254927728,2021-08-19,4.106438896189225,0.3155935173017958,1.0,1.0,0.6,0.7888983793254489,False,False,1,0.4926918793790283,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,85,10,,INITIAL,LEGACY,APPEL_OFFRE,85,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-29818,22-28887,RAW_SIRET,SIRET:52926090300016,2021-03-07,2022-02-26,11.695137976346912,2021-09-13,5.45335085413929,0.0911081909767849,1.0000000000000002,1.0,1.0,0.7727770477441962,False,False,1,0.7727770477441962,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,97,13,,INITIAL,LEGACY,APPEL_OFFRE,97,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-35196,21-89893,NAME_FALLBACK,NAME:communaute d agglomeration du niortais,2021-03-16,2021-07-02,3.54796320630749,2021-09-16,2.4967148488830486,0.5838808585194919,0.4837454701047893,1.0,0.6,0.6752811291665493,False,False,1,0.6752811291665493,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,155,24,,INITIAL,LEGACY,APPEL_OFFRE,160,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-35651,21-130956,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2021-03-19,2021-10-02,6.471747700394218,2021-09-19,0.4270696452036793,0.9288217257993868,0.3015265330963383,0.0,0.6,0.3977397180335651,False,False,1,0.0102069487050772,9,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,95,15,,INITIAL,LEGACY,APPEL_OFFRE,125,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-36205,21-53968,NAME_FALLBACK,NAME:conseil departemental loire-atlantique,2021-03-20,2021-04-24,1.149802890932983,2021-09-20,4.894875164257556,0.1841874726237407,0.3987912863430825,1.0,0.6,0.545623818376014,False,True,1,0.2547369455516959,7,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,97,12,,INITIAL,LEGACY,APPEL_OFFRE,153,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-71012,21-96769,NAME_FALLBACK,NAME:ville de sable sur sarthe,2021-05-27,2021-07-12,1.5111695137976346,2021-11-27,4.533508541392904,0.2444152431011826,1.0,1.0,0.6,0.7711038107752957,False,False,1,0.7711038107752957,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,84,11,,INITIAL,LEGACY,APPEL_OFFRE,85,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-71538,21-119536,NAME_FALLBACK,NAME:commune de saint-herblain,2021-05-27,2021-09-06,3.350854139290407,2021-11-27,2.693823915900132,0.5510293473499781,0.5147627498211851,0.0,0.6,0.3779242992749093,False,False,1,0.0048032847155992,4,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,139,22,,INITIAL,LEGACY,APPEL_OFFRE,54,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-78101,22-171933,RAW_SIRET,SIRET:24720013200014,2021-06-11,2023-01-01,18.69250985545335,2022-11-29,1.0840998685939554,0.8193166885676741,0.5777380990772488,1.0,1.0,0.8070375068189556,False,False,1,0.1218243539202803,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,64,8,,INITIAL,LEGACY,APPEL_OFFRE,67,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-83144,22-48493,NAME_FALLBACK,NAME:cmar pays de la loire,2021-06-19,2022-04-04,9.494086727989488,2022-04-08,0.1314060446780552,0.9780989925536576,0.3810362171669224,0.1,0.6,0.4678874241468372,True,False,1,0.1425954492948254,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,47,7,,INITIAL,LEGACY,APPEL_OFFRE,130,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-86124,21-161507,NAME_FALLBACK,NAME:sydela,2021-06-23,2021-12-08,5.519053876478318,2021-10-23,1.5111695137976346,0.7481384143670609,0.798419998471066,1.0,0.6,0.8264816030566384,False,False,1,0.8264816030566384,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,62,6,,INITIAL,LEGACY,APPEL_OFFRE,62,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-86348,22-141031,NAME_FALLBACK,NAME:semitan,2021-06-25,2022-10-22,15.900131406044675,2022-07-30,2.759526938239159,0.5400788436268069,0.4359435260384555,0.2,0.6,0.4075999450201611,False,True,1,0.0039552103807362,5,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,82,11,,INITIAL,LEGACY,APPEL_OFFRE,58,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
21-91773,22-74813,NAME_FALLBACK,NAME:gie sesam vitale,2021-07-04,2022-05-27,10.74244415243101,2022-01-04,4.697766097240473,0.2170389837932544,0.5563730870462691,0.2,0.6,0.3689903264145078,False,True,1,0.040282485853842,2,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,55,6,,INITIAL,LEGACY,APPEL_OFFRE,43,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-105384,24-43365,RAW_SIRET,SIRET:24720013200014,2022-07-30,2024-04-14,20.49934296977661,2024-01-05,3.28515111695138,0.4524748138414367,0.5576746382331395,1.0,1.0,0.708304826841958,False,False,1,0.0424332019272886,10,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,67,9,,INITIAL,EFORMS,APPEL_OFFRE,67,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-105581,22-167195,NAME_FALLBACK,NAME:st gilles croix de vie agglomeration,2022-07-31,2022-12-21,4.697766097240473,2023-05-14,4.730617608409987,0.2115637319316688,0.6479006932094956,1.0,0.6,0.6396561756062407,False,False,1,0.4575471569470599,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,46,6,,INITIAL,LEGACY,APPEL_OFFRE,101,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-12758,23-47137,NAME_FALLBACK,NAME:ville d angers,2022-02-03,2023-04-09,14.126149802890932,2022-11-24,4.467805519053877,0.2553657468243538,0.8273712072782659,0.2,0.6,0.4734213592534814,False,False,1,0.4734213592534814,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,71,11,,INITIAL,LEGACY,APPEL_OFFRE,91,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-130851,23-90833,RAW_SIRET,SIRET:22530001100015,2022-10-02,2023-07-01,8.935611038107753,2023-07-08,0.2299605781865965,0.9616732369689006,0.7843386056474413,0.6,1.0,0.7949368212188296,False,False,1,0.2720904791293373,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,122,15,,INITIAL,LEGACY,APPEL_OFFRE,119,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-13674,23-39978,NAME_FALLBACK,NAME:ville de nantes,2022-01-28,2023-04-01,14.060446780551905,2022-11-04,4.862023653088042,0.1896627244853262,0.7713436601609731,0.0,0.6,0.3773859621776721,False,False,1,0.2293728649757106,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,154,23,,INITIAL,LEGACY,APPEL_OFFRE,101,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-137807,22-166987,NAME_FALLBACK,NAME:gie des epl de vendee,2022-10-14,2022-12-19,2.1681997371879107,2023-04-14,3.8107752956636,0.3648707840560666,0.3143480155576154,1.0,0.6,0.561239501459182,False,False,1,0.3576358283662251,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,108,15,,INITIAL,LEGACY,APPEL_OFFRE,98,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-138398,23-96123,NAME_FALLBACK,NAME:ctre hosp universitaire angers,2022-10-16,2023-07-09,8.73850197109067,2023-07-08,0.0328515111695138,0.9945247481384144,0.3084267223389593,0.0,0.6,0.4165805398532393,False,False,1,0.192815756673213,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,65,9,,INITIAL,LEGACY,APPEL_OFFRE,95,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-146330,23-41937,NAME_FALLBACK,NAME:vendee,2022-11-02,2023-03-31,4.894875164257556,2023-08-02,4.073587385019711,0.3210687691633814,0.5607102418936469,0.2,0.6,0.3965157769536218,False,True,1,0.1164830621284994,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,56,7,,INITIAL,LEGACY,APPEL_OFFRE,99,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-163765,23-49047,RAW_SIRET,SIRET:20005433600017,2022-12-12,2023-04-14,4.040735873850197,2023-05-12,0.9198423127463864,0.8466929478756022,0.3138657244339749,0.0,1.0,0.4215262405207918,False,False,1,0.4215262405207918,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,110,14,,INITIAL,LEGACY,APPEL_OFFRE,184,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-165672,23-28773,RAW_SIRET,SIRET:25490130900032,2022-12-17,2023-03-04,2.5295663600525624,2023-06-17,3.4494086727989486,0.4250985545335085,1.0,1.0,1.0,0.856274638633377,False,True,1,0.856274638633377,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,51,7,,INITIAL,LEGACY,APPEL_OFFRE,51,7,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-171933,24-43365,RAW_SIRET,SIRET:24720013200014,2023-01-01,2024-04-14,15.407358738501973,2023-12-01,4.434954007884363,0.2608409986859396,0.5576746382331395,1.0,1.0,0.6603963730530836,False,False,1,0.0424332019272886,9,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,67,9,,INITIAL,EFORMS,APPEL_OFFRE,67,9,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-17364,22-39410,NAME_FALLBACK,NAME:sdis 44,2022-02-04,2022-03-18,1.3797634691195797,2022-09-16,5.978975032851511,0.0035041611914148,1.0,1.0,0.6,0.7108760402978536,False,True,1,0.3488542592032536,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,103,14,,INITIAL,LEGACY,APPEL_OFFRE,103,14,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-34888,22-118191,NAME_FALLBACK,NAME:nantes metropole,2022-03-11,2022-09-03,5.781865965834428,2022-09-11,0.2628120893561104,0.9561979851073148,0.3049917236310229,0.0,0.6,0.4057965995476867,False,True,1,0.0770327461404699,14,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,132,18,,INITIAL,LEGACY,APPEL_OFFRE,188,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-39891,22-118191,NAME_FALLBACK,NAME:nantes metropole,2022-03-19,2022-09-03,5.519053876478318,2022-09-19,0.5256241787122208,0.9123959702146298,0.3063482320686404,0.2,0.6,0.4553208737776816,False,True,1,0.0480969820585296,13,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,158,24,,INITIAL,LEGACY,APPEL_OFFRE,188,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-48708,22-156333,RAW_SIRET,SIRET:24440040400129,2022-08-31,2022-11-24,2.7923784494086727,2023-02-28,3.1537450722733245,0.4743758212877792,0.4325991114597768,1.0,1.0,0.6700036443328666,False,False,1,0.2731326773334184,7,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,143,20,,INITIAL,LEGACY,APPEL_OFFRE,200,33,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-66076,22-69458,NAME_FALLBACK,NAME:ch le mans,2022-05-11,2022-05-18,0.2299605781865965,2022-09-18,4.040735873850197,0.3265440210249671,0.7565369035163249,1.0,0.6,0.7064239214869554,False,False,1,0.494138465543089,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,121,17,,INITIAL,LEGACY,APPEL_OFFRE,96,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-69543,22-122955,NAME_FALLBACK,NAME:departement de la mayenne,2022-05-16,2022-09-13,3.942181340341656,2022-11-16,2.102496714848883,0.6495838808585195,0.5980662923303395,0.1,0.6,0.4617191725302487,True,False,1,0.2382473707301682,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,170,23,,INITIAL,LEGACY,APPEL_OFFRE,163,23,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-72517,22-162091,RAW_SIRET,SIRET:23440003400026,2022-05-22,2022-12-09,6.603153745072273,2022-11-22,0.5584756898817346,0.9069207183530442,0.6945790828601311,1.0,1.0,0.8698328585893068,False,True,1,0.1897527768244209,11,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,182,27,,INITIAL,LEGACY,APPEL_OFFRE,144,21,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
22-72719,23-47137,NAME_FALLBACK,NAME:ville d angers,2022-05-22,2023-04-09,10.578186596583445,2023-01-31,2.2339027595269383,0.6276828734121769,0.8491594140800574,0.2,0.6,0.5741265132810642,False,False,1,0.5741265132810642,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,82,13,,INITIAL,LEGACY,APPEL_OFFRE,91,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
