source_notice_id,candidate_notice_id,buyer_key_type,buyer_key,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,source_annonce_lie,source_etat,source_schema_family,source_notice_type_normalized,source_text_length,source_token_count,candidate_annonce_lie,candidate_etat,candidate_schema_family,candidate_notice_type_normalized,candidate_text_length,candidate_token_count,repair_pass_text_min,repair_pass_initial_source,repair_pass_initial_candidate,repair_pass_no_explicit_linked_notice_ref,repair_pass_min_token_count,repair_rule_pass,repair_failure_reasons,repair_rule_version,rule_role
17-37863,17-39483,NAME_FALLBACK,NAME:gpm de nantes - st nazaire,2017-03-17,2017-03-21,0.1314060446780552,2017-09-17,5.913272010512483,0.0144546649145861,0.8472198942413518,0.1,0.6,0.3901406292131197,True,False,1,0.0826834668930786,5,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,163,24,,INITIAL,LEGACY,APPEL_OFFRE,152,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-37945,17-39483,NAME_FALLBACK,NAME:gpm de nantes - st nazaire,2017-03-17,2017-03-21,0.1314060446780552,2017-09-17,5.913272010512483,0.0144546649145861,0.7763530960744156,0.1,0.6,0.365337249854692,True,False,1,0.0577769997234412,5,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,170,27,,INITIAL,LEGACY,APPEL_OFFRE,152,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-39998,18-38591,NAME_FALLBACK,NAME:commune de saint-nazaire,2017-03-27,2018-03-21,11.793692509855452,2018-01-06,2.431011826544021,0.5948313622426631,0.4232212910632577,0.2,0.6,0.416835292432806,False,True,1,0.0406235552600877,13,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,189,30,,INITIAL,LEGACY,APPEL_OFFRE,199,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-58113,17-68883,NAME_FALLBACK,NAME:arafer,2017-04-28,2017-05-19,0.6898817345597897,2017-10-28,5.321944809461235,0.1130091984231275,1.0,1.0,0.6,0.7382522996057819,False,False,1,0.7382522996057819,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,48,6,,INITIAL,LEGACY,APPEL_OFFRE,48,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-59442,17-115928,NAME_FALLBACK,NAME:ademe,2017-05-19,2017-08-25,3.219448094612352,2018-01-15,4.697766097240473,0.2170389837932544,0.9999999999999996,1.0,0.6,0.7642597459483134,False,False,1,0.3472097127184082,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,132,18,,INITIAL,LEGACY,APPEL_OFFRE,132,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-6085,17-105683,RAW_SIRET,SIRET:24720013200014,2017-01-15,2017-07-23,6.208935611038108,2017-10-27,3.1537450722733245,0.4743758212877792,0.8665608688405348,0.0,1.0,0.521890259416132,False,False,1,0.3674851231545267,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,87,13,,INITIAL,LEGACY,APPEL_OFFRE,75,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-62873,17-124586,RAW_SIRET,SIRET:19490970100303,2017-05-07,2017-09-07,4.040735873850197,2018-01-22,4.50065703022339,0.2498904949627682,1.0,1.0,1.0,0.812472623740692,False,False,1,0.5112879768632475,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,47,6,,INITIAL,LEGACY,APPEL_OFFRE,47,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-65753,18-18447,NAME_FALLBACK,NAME:nantes metropole,2017-05-11,2018-02-09,9.00131406044678,2017-11-11,2.9566360052562417,0.5072273324572931,0.6142114018460783,0.1,0.6,0.4317808237604506,True,False,1,0.0129049270981548,29,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,165,23,,INITIAL,LEGACY,APPEL_OFFRE,109,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-6714,17-124586,RAW_SIRET,SIRET:19490970100303,2017-01-18,2017-09-07,7.621550591327201,2017-10-08,1.0183968462549278,0.8302671922908453,1.0,1.0,1.0,0.9575667980727112,False,False,1,0.1683639947437583,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,47,6,,INITIAL,LEGACY,APPEL_OFFRE,47,6,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-76616,17-106009,NAME_FALLBACK,NAME:nantes metropole,2017-06-03,2017-07-26,1.7411300919842312,2017-12-03,4.270696452036794,0.2882172579938676,1.0,1.0,0.6,0.7820543144984669,False,False,1,0.121456044278239,27,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,172,20,,INITIAL,LEGACY,APPEL_OFFRE,172,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-8037,17-25692,NAME_FALLBACK,NAME:departement de la sarthe,2017-01-17,2017-02-22,1.1826544021024967,2017-07-17,4.763469119579501,0.2060884800700831,0.9999999999999998,0.1,0.6,0.4915221200175206,True,False,1,0.1469141781232615,6,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,86,12,,INITIAL,LEGACY,APPEL_OFFRE,86,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-82173,17-172986,NAME_FALLBACK,NAME:ville de sable sur sarthe,2017-06-13,2017-12-08,5.847568988173456,2017-12-13,0.164257555847569,0.9726237406920718,0.8497078764749008,0.1,0.6,0.6305536919392332,True,False,1,0.043416044277635,4,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,80,15,,INITIAL,LEGACY,APPEL_OFFRE,108,22,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-8592,17-23085,NAME_FALLBACK,NAME:communaute de communes de grand lieu,2017-01-18,2017-02-16,0.9526938239159,2017-06-18,4.007884362680684,0.3320192728865527,0.4480276556077633,0.2,0.6,0.3598144976843553,False,False,1,0.0176899532203291,2,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,118,18,,INITIAL,LEGACY,APPEL_OFFRE,192,26,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-90968,17-130002,NAME_FALLBACK,NAME:conseil departemental de la mayenne,2017-07-01,2017-09-17,2.562417871222076,2018-03-01,5.4204993429697765,0.0965834428383706,0.8468750551907425,1.0,0.6,0.6805521300263524,False,False,1,0.3788749978653856,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,88,10,,INITIAL,LEGACY,APPEL_OFFRE,129,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-91590,18-53373,NAME_FALLBACK,NAME:universite de nantes,2017-06-28,2018-04-19,9.69119579500657,2018-03-25,0.8212877792378449,0.8631187034603591,0.3604237100541303,0.0,0.6,0.4019279743840354,False,True,1,0.0475774762144529,11,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,197,23,,INITIAL,LEGACY,APPEL_OFFRE,92,13,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-94724,17-178496,NAME_FALLBACK,NAME:commune de saint-nazaire,2017-07-09,2017-12-21,5.4204993429697765,2018-02-22,2.0696452036793693,0.6550591327201052,0.3195573628158332,0.4,0.6,0.4556098601655678,False,False,1,0.0081952706682192,10,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,79,11,,INITIAL,LEGACY,APPEL_OFFRE,135,19,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-96902,18-36652,NAME_FALLBACK,NAME:commune de saint-nazaire,2017-07-13,2018-03-20,8.21287779237845,2018-01-13,2.1681997371879107,0.6386333771353483,0.6499172430708959,0.2,0.6,0.5071293793586507,False,True,1,0.0355452636530463,12,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,133,21,,INITIAL,LEGACY,APPEL_OFFRE,153,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
17-97609,17-174760,NAME_FALLBACK,NAME:sdis 44,2017-07-07,2017-12-14,5.256241787122208,2017-12-07,0.2299605781865965,0.9616732369689006,0.5862911632039427,0.4,0.6,0.6256202163636051,False,False,1,0.292219567342067,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,142,20,,INITIAL,LEGACY,APPEL_OFFRE,176,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-105237,19-32405,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2018-07-26,2019-03-02,7.194480946123521,2018-12-26,2.1681997371879107,0.6386333771353483,0.7475511793813263,0.8,0.6,0.7213012570673012,False,False,1,0.4937040060192056,6,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,111,15,,INITIAL,LEGACY,APPEL_OFFRE,157,24,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-109139,18-177187,NAME_FALLBACK,NAME:gie des epl de vendee,2018-08-01,2018-12-21,4.664914586070959,2019-02-01,1.3797634691195797,0.7700394218134035,0.8304716090250985,1.0,0.6,0.8431749186121353,False,False,1,0.1595944011728238,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,108,15,,INITIAL,LEGACY,APPEL_OFFRE,97,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-123694,19-8964,NAME_FALLBACK,NAME:departement de la sarthe,2018-09-04,2019-01-17,4.434954007884363,2019-03-04,1.5111695137976346,0.7481384143670609,0.3471570437874539,0.2,0.6,0.428539568917374,False,False,1,0.0434893142983794,13,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,93,11,,INITIAL,LEGACY,APPEL_OFFRE,85,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-125410,19-17531,NAME_FALLBACK,NAME:association songo,2018-09-07,2019-02-03,4.894875164257556,2019-01-07,0.8869908015768725,0.8521681997371879,0.4406637842861052,0.8,0.6,0.6672743744344338,False,False,1,0.6672743744344338,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,155,19,,INITIAL,LEGACY,APPEL_OFFRE,88,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-128159,19-16942,NAME_FALLBACK,NAME:nantes metropole,2018-09-15,2019-02-03,4.6320630749014455,2019-03-15,1.314060446780552,0.7809899255365746,0.423334505078065,1.0,0.6,0.7034145581614664,False,False,1,0.3347833711268628,16,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,44,6,,INITIAL,LEGACY,APPEL_OFFRE,143,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-136695,19-39813,NAME_FALLBACK,NAME:departement de la mayenne,2018-10-01,2019-03-14,5.387647831800263,2019-04-01,0.5913272010512484,0.9014454664914586,0.7701830714468435,0.1,0.6,0.58492544162926,True,False,1,0.0918302722208089,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,146,20,,INITIAL,LEGACY,APPEL_OFFRE,100,12,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-14081,18-52482,NAME_FALLBACK,NAME:cdc du pays de saint gilles cx de vie,2018-02-02,2018-04-21,2.562417871222076,2018-10-14,5.781865965834428,0.0363556723609286,1.0,1.0,0.6,0.719088918090232,False,True,1,0.719088918090232,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,106,15,,INITIAL,LEGACY,APPEL_OFFRE,106,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-142560,19-112016,NAME_FALLBACK,NAME:ville de nantes,2018-10-13,2019-07-21,9.231274638633376,2019-08-24,1.1169513797634691,0.8138414367060884,0.67341832936075,1.0,0.6,0.7991567744527845,False,False,1,0.1132455052233698,5,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,91,12,,INITIAL,LEGACY,APPEL_OFFRE,117,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-146989,19-103833,NAME_FALLBACK,NAME:metropole nantes metropole,2018-10-22,2019-07-05,8.409986859395532,2019-04-22,2.431011826544021,0.5948313622426631,0.3091851747063736,1.0,0.6,0.6169226517078965,False,True,1,0.2741064388961892,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,105,12,,INITIAL,LEGACY,APPEL_OFFRE,109,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-149889,19-147530,NAME_FALLBACK,NAME:universite de la rochelle,2018-10-26,2019-10-02,11.202365308804204,2019-04-26,5.223390275952694,0.1294349540078844,0.4368925419622643,1.0,0.6,0.5452711281887637,False,False,1,0.5452711281887637,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,38,5,,INITIAL,LEGACY,APPEL_OFFRE,73,8,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-151695,19-8820,NAME_FALLBACK,NAME:agce pour l enst fr a l etranger,2018-10-28,2019-01-19,2.726675427069645,2019-04-28,3.252299605781866,0.4579500657030223,0.924904351730345,0.4,0.6,0.6182040395313764,False,False,1,0.3384678275991948,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,125,17,,INITIAL,LEGACY,APPEL_OFFRE,113,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-159101,19-59985,NAME_FALLBACK,NAME:chu de nantes,2018-11-14,2019-04-17,5.059132720105125,2019-05-14,0.8869908015768725,0.8521681997371879,0.3855911293403212,0.2,0.6,0.4679989452034094,False,False,1,0.2243738477295226,3,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,180,23,,INITIAL,LEGACY,APPEL_OFFRE,159,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-180161,19-37169,NAME_FALLBACK,NAME:ctre hosp universitaire angers,2018-12-26,2019-03-10,2.431011826544021,2019-09-09,6.011826544021025,0.0,1.0,1.0,0.6,0.71,False,False,1,0.4004400805083178,9,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,141,18,,INITIAL,LEGACY,APPEL_OFFRE,145,20,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-22305,18-52389,NAME_FALLBACK,NAME:uniha gcs,2018-02-17,2018-04-18,1.971090670170828,2018-08-17,3.975032851511169,0.3374945247481384,0.6108669706276435,0.4,0.6,0.4781770709067098,False,False,1,0.4781770709067098,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,90,13,,INITIAL,LEGACY,APPEL_OFFRE,133,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-22345,18-52389,NAME_FALLBACK,NAME:uniha gcs,2018-02-17,2018-04-18,1.971090670170828,2018-08-17,3.975032851511169,0.3374945247481384,0.3541612867868453,0.4,0.6,0.3883300815624305,False,False,1,0.3883300815624305,1,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,107,16,,INITIAL,LEGACY,APPEL_OFFRE,133,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-27476,18-146489,RAW_SIRET,SIRET:19490970100303,2018-02-28,2018-10-20,7.687253613666228,2018-10-20,0.0,1.0,0.3377670388599821,1.0,1.0,0.7682184636009937,False,False,1,0.6074155617806868,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,104,15,,INITIAL,LEGACY,APPEL_OFFRE,39,5,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-35370,18-90097,NAME_FALLBACK,NAME:nantes metropole,2018-03-14,2018-06-30,3.54796320630749,2018-09-14,2.4967148488830486,0.5838808585194919,0.4032979351346284,0.1,0.6,0.3771244919269929,True,True,1,0.0384933048923892,20,POTENTIAL,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,84,12,,INITIAL,LEGACY,APPEL_OFFRE,100,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-35804,18-72093,NAME_FALLBACK,NAME:ccir pays de la loire,2018-03-16,2018-05-30,2.463863337713535,2018-07-16,1.5440210249671484,0.7426631625054753,1.0,1.0,0.6,0.8956657906263688,False,False,1,0.6570470876123137,3,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,54,8,,INITIAL,LEGACY,APPEL_OFFRE,54,8,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-36652,18-38591,NAME_FALLBACK,NAME:commune de saint-nazaire,2018-03-20,2018-03-21,0.0328515111695138,2018-09-20,6.011826544021025,0.0,0.60649659215854,1.0,0.6,0.5722738072554889,False,True,1,0.2672751505970602,4,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,153,24,,INITIAL,LEGACY,APPEL_OFFRE,199,27,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-41400,18-177907,NAME_FALLBACK,NAME:mairie de coueron,2018-03-26,2018-12-20,8.83705650459921,2018-09-26,2.7923784494086727,0.5346035917652212,0.9999999999999998,0.1,0.6,0.5736508979413053,True,False,1,0.3859636563416649,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,103,15,,INITIAL,LEGACY,APPEL_OFFRE,103,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-58840,18-120644,NAME_FALLBACK,NAME:la cite des congres de nantes,2018-04-28,2018-08-30,4.073587385019711,2018-08-28,0.0657030223390276,0.9890494962768288,0.848584446080931,1.0,0.6,0.904266930197533,False,False,1,0.6403484139545663,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,126,18,,INITIAL,LEGACY,APPEL_OFFRE,125,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-71689,19-137030,RAW_SIRET,SIRET:23440003400026,2018-05-29,2019-09-12,15.473061760841,2019-05-24,3.6465177398160313,0.3922470433639947,0.3541083352759809,1.0,1.0,0.6219996781875919,False,True,1,0.3418091394228087,7,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,33,6,,INITIAL,LEGACY,APPEL_OFFRE,107,17,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-79940,18-126992,NAME_FALLBACK,NAME:esat foyers,2018-06-13,2018-09-13,3.0223390275952693,2018-12-13,2.9894875164257555,0.5017520805957074,0.8630533981161581,1.0,0.6,0.7875067094895822,False,False,1,0.4112107129761552,2,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,118,18,,INITIAL,LEGACY,APPEL_OFFRE,122,18,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
18-90441,18-122376,NAME_FALLBACK,NAME:nantes metropole,2018-06-29,2018-08-31,2.0696452036793693,2018-12-29,3.942181340341656,0.342969776609724,1.0,0.1,0.6,0.525742444152431,True,False,1,0.1419223830325278,17,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,111,16,,INITIAL,LEGACY,APPEL_OFFRE,111,16,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-101998,20-52194,NAME_FALLBACK,NAME:mairie de coueron,2019-07-04,2020-04-14,9.362680683311432,2020-05-24,1.314060446780552,0.7809899255365746,0.3146359877500213,0.1,0.6,0.3953700770966511,True,False,1,0.1991933728333312,2,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,75,11,,INITIAL,LEGACY,APPEL_OFFRE,84,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-105444,20-91088,RAW_SIRET,SIRET:24720013200014,2019-07-10,2020-07-18,12.28646517739816,2020-05-10,2.266754270696452,0.6222076215505914,1.0,1.0,1.0,0.9055519053876476,False,False,1,0.9055519053876476,1,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,99,15,,INITIAL,LEGACY,APPEL_OFFRE,99,15,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-106149,19-147471,NAME_FALLBACK,NAME:universite d angers,2019-07-09,2019-09-30,2.726675427069645,2020-03-23,5.7490144546649145,0.0418309242225142,1.0,0.1,0.6,0.4504577310556285,True,False,1,0.2347047332276265,5,MEDIUM,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,80,11,,INITIAL,LEGACY,APPEL_OFFRE,80,11,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
19-110370,20-38676,NAME_FALLBACK,NAME:commune de nantes,2019-07-19,2020-03-15,7.884362680683311,2020-01-19,1.8396846254927728,0.6933858957512046,0.6170995647021217,1.0,0.6,0.7493313215835438,False,True,1,0.3814528556380065,9,HIGH,composite_balanced_manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,0.3431669423310381,,INITIAL,LEGACY,APPEL_OFFRE,179,27,,INITIAL,LEGACY,APPEL_OFFRE,79,10,True,True,True,True,True,True,,manual_audit_repair_v1_text030_initial_no_linked_ref_min4tokens,preferred_repair_candidate_for_fresh_validation
