source_notice_id,candidate_notice_id,candidate_rank,m0_composite_score,in_balanced_linked_set,posterior_M
15-192356,20-37940,18,0.2418371880680367,False,0.0036283924591105866
15-192356,19-123920,19,0.1923963641819835,False,0.0005372466451087368
15-192356,20-49949,20,0.145201327158419,False,0.0033853113011705353
15-192356,19-105083,21,0.0852513131108323,False,0.004323170025768477
15-192356,20-78012,22,0.0778482717736726,False,0.0038669604023841126
15-194034,20-8874,1,0.2893299640802859,False,0.003263552991215649
15-32051,15-56571,1,0.4515349349259781,True,0.8022982674120037
15-32051,15-39187,2,0.4455828312088862,False,0.9998623466707065
15-32168,19-147943,1,0.6979149898146194,True,0.999999999999
15-32168,19-128681,2,0.4021690133076551,False,0.999999999999
15-32168,19-137030,3,0.3455392183044449,False,0.999999999999
15-32168,19-143955,4,0.3269334574221081,False,0.999999999999
