notice_id,publication_date,notice_type_normalized,buyer_name_raw,buyer_name_normalized,buyer_legal_name_enriched_display,buyer_siret_raw,buyer_siret_clean,buyer_siren_from_boamp_siret,buyer_siren_enriched,buyer_siren_enriched_raw,code_departement,enrichment_department_raw,url_avis,enrichment_boamp_url,buyer_legal_category_enriched,buyer_legal_category_sirene,buyer_legal_status_enriched
24-68461,2024-06-14,APPEL_OFFRE,Tribunal administratif de Paris,tribunal administratif de paris,GROUPEMENT D INTERET PUBLIC PIX,17750005500013,17750005500013,177500055,130023435,130023435,75;44;62;69;6;4;27;29,"75,44,62,6964,27,29",https://www.boamp.fr/pages/avis/?q=idweb:24-68461,https://www.boamp.fr/pages/avis/?q=idweb:24-68461,Groupement d'intérêt public (GIP) ,7410,A
24-69786,2024-06-16,APPEL_OFFRE,SDIS44,sdis44,SCE DEPARTEMENTAL INCENDIE ET SECOURS,17350111500864,17350111500864,173501115,284400017,284400017,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-69786,https://www.boamp.fr/pages/avis/?q=idweb:24-69786,Service départemental d'incendie et de secours (SDIS),7372,A
24-64715,2024-06-05,APPEL_OFFRE,CCI Pau Béarn,cci pau bearn,CHAMBRE COMMERCE & INDUSTRIE PAU BEARN,17640002600017,17640002600017,176400026,186400024,186400024,64;32;44;93,"64,32,44,93",https://www.boamp.fr/pages/avis/?q=idweb:24-64715,https://www.boamp.fr/pages/avis/?q=idweb:24-64715,Organisme consulaire ,7381,A
24-64799,2024-06-06,ATTRIBUTION,CROUS de Nantes Pays de la Loire,crous de nantes pays de la loire,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES,98066467600015,98066467600015,980664676,184401321,184401321,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-64799,https://www.boamp.fr/pages/avis/?q=idweb:24-64799,Autre établissement public national administratif à compétence territoriale limitée ,7385,A
24-65358,2024-06-07,APPEL_OFFRE,Service Achats Magasins et Affaires Générales (AMG),service achats magasins et affaires generales amg,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,92084215000012,92084215000012,920842150,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-65358,https://www.boamp.fr/pages/avis/?q=idweb:24-65358,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-65589,2024-06-07,APPEL_OFFRE,Ville de La Roche sur Yon (85),ville de la roche sur yon 85,COMMUNE DE LA ROCHE-SUR-YON,24850058900085,24850058900085,248500589,218501914,218501914,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-65589,https://www.boamp.fr/pages/avis/?q=idweb:24-65589,Commune et commune nouvelle ,7210,A
24-67173,2024-06-11,APPEL_OFFRE,Office Français de la Biodiversité,office francais de la biodiversite,OFFICE FRANCAIS DE LA BIODIVERSITE,17770704900017,17770704900017,177707049,130025919,130025919,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-67173,https://www.boamp.fr/pages/avis/?q=idweb:24-67173,Établissement public national à caractère administratif ,7389,A
24-67180,2024-06-11,ATTRIBUTION,Ville d'Orvault,ville d orvault,COMMUNE D'ORVAULT,17440005100010,17440005100010,174400051,214401143,214401143,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-67180,https://www.boamp.fr/pages/avis/?q=idweb:24-67180,Commune et commune nouvelle ,7210,A
24-75764,2024-06-30,ATTRIBUTION,Mutualité Sociale Agricole Mayenne-Orne-Sarthe,mutualite sociale agricole mayenne-orne-sarthe,MSA MAYENNE ORNE SARTHE,32214823000319,32214823000319,322148230,481521003,481521003,72;53;61,"72,53,61",https://www.boamp.fr/pages/avis/?q=idweb:24-75764,https://www.boamp.fr/pages/avis/?q=idweb:24-75764,Mutualité sociale agricole ,8140,A
24-71974,2024-06-21,OTHER,DRAGAGES PORTS,dragages ports,DRAGAGES PORTS,17760005300025,17760005300025,177600053,317665420,317665420,76;59;44,"76,59,44",https://www.boamp.fr/pages/avis/?q=idweb:24-71974,https://www.boamp.fr/pages/avis/?q=idweb:24-71974,Groupement d'intérêt économique (GIE) ,6220,A
24-76117,2024-06-30,APPEL_OFFRE,Direction de l'administration pénitentiaire,direction de l administration penitentiaire,DIRECTION GENERALE DE L'ADMINISTRATION PENITENTIAIRE,11000201100044,11000201100044,110002011,120012018,120012018,75;33;59;13;44;69;67;37,"75,33,59,13,44,69,67,37",https://www.boamp.fr/pages/avis/?q=idweb:24-76117,https://www.boamp.fr/pages/avis/?q=idweb:24-76117,Service central d'un ministère ,7120,A
24-74474,2024-06-27,APPEL_OFFRE,Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,centre de gestion de la fonction publique territoriale de loire-atlantique,CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE,17440005100010,17440005100010,174400051,284400025,284400025,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-74474,https://www.boamp.fr/pages/avis/?q=idweb:24-74474,(Autre) Établissement public administratif local ,7379,A
24-62964,2024-06-01,APPEL_OFFRE,La Cité des Congrès de Nantes,la cite des congres de nantes,LA CITE LE CENTRE DES CONGRES DE NANTES,92084215000012,92084215000012,920842150,381053768,381053768,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-62964,https://www.boamp.fr/pages/avis/?q=idweb:24-62964,Établissement public local à caractère industriel ou commercial ,4140,A
24-66814,2024-06-09,APPEL_OFFRE,Centre hospitalier Universitaire d'ANGERS,centre hospitalier universitaire d angers,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,17440005100010,17440005100010,174400051,264900036,264900036,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-66814,https://www.boamp.fr/pages/avis/?q=idweb:24-66814,Établissement d'hospitalisation ,7364,A
24-71155,2024-06-20,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,31333597800075,31333597800075,313335978,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-71155,https://www.boamp.fr/pages/avis/?q=idweb:24-71155,Établissement d'hospitalisation ,7364,A
24-72185,2024-06-22,ATTRIBUTION,NANTES UNIVERSITE,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-72185,https://www.boamp.fr/pages/avis/?q=idweb:24-72185,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-65664,2024-06-07,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-65664,https://www.boamp.fr/pages/avis/?q=idweb:24-65664,Région ,7230,A
24-72051,2024-06-21,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-72051,https://www.boamp.fr/pages/avis/?q=idweb:24-72051,Département ,7220,A
24-75376,2024-06-29,APPEL_OFFRE,LE MANS UNIVERSITE,le mans universite,UNIVERSITE DU MANS,17350111500864,17350111500864,173501115,197209166,197209166,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-75376,https://www.boamp.fr/pages/avis/?q=idweb:24-75376,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-75635,2024-06-30,APPEL_OFFRE,Union de caisses Institut Inter régional pour la Santé (UC-IRSA),union de caisses institut inter regional pour la sante uc-irsa,UNION DE CAISSES DE SECURITE SOCIALE INSTITUT INTER REGIONAL POUR LA SANTE,17450111400097,17450111400097,174501114,775593775,775593775,37;41;44;45;49;50;72;85;18,"37,41,44,45,49,50,72,85,18",https://www.boamp.fr/pages/avis/?q=idweb:24-75635,https://www.boamp.fr/pages/avis/?q=idweb:24-75635,Autre personne morale de droit privé ,9900,A
24-65209,2024-06-06,ATTRIBUTION,CHU DE NANTES,chu de nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-65209,https://www.boamp.fr/pages/avis/?q=idweb:24-65209,Établissement d'hospitalisation ,7364,A
24-65661,2024-06-07,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,49;44;53;72;85,"49,44,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-65661,https://www.boamp.fr/pages/avis/?q=idweb:24-65661,Région ,7230,A
24-73967,2024-06-26,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-73967,https://www.boamp.fr/pages/avis/?q=idweb:24-73967,Établissement d'hospitalisation ,7364,A
24-63027,2024-06-01,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-63027,https://www.boamp.fr/pages/avis/?q=idweb:24-63027,Métropole,7344,A
24-66761,2024-06-09,APPEL_OFFRE,"CHU d'ANGERS, Coordonnateur d'un groupement de commandes régional constitué pour les établissements parties des GHT de la région Pays de la Loire, en application des articles L.2113-6 et L.2113-7 du code de la commande publique pour la passation et l'exécution du marché objet du présent avis.",chu d angers coordonnateur d un groupement de commandes regional constitue pour les etablissements parties des ght de la region pays de la loire en application des articles l 2113-6 et l 2113-7 du code de la commande publique pour la passation et l execution du marche objet du present avis,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,17350111500864,17350111500864,173501115,264900036,264900036,49;44;53;72;85,"49,44,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-66761,https://www.boamp.fr/pages/avis/?q=idweb:24-66761,Établissement d'hospitalisation ,7364,A
24-63497,2024-06-02,APPEL_OFFRE,NANTES UNIVERSITE,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-63497,https://www.boamp.fr/pages/avis/?q=idweb:24-63497,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-65133,2024-06-06,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-65133,https://www.boamp.fr/pages/avis/?q=idweb:24-65133,Établissement d'hospitalisation ,7364,A
24-65458,2024-06-07,APPEL_OFFRE,LAVAL AGGLOMERATION,laval agglomeration,LAVAL AGGLOMERATION,17440005100010,17440005100010,174400051,200083392,200083392,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-65458,https://www.boamp.fr/pages/avis/?q=idweb:24-65458,Communauté d'agglomération ,7348,A
24-74024,2024-06-26,ATTRIBUTION,CHU Nantes,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-74024,https://www.boamp.fr/pages/avis/?q=idweb:24-74024,Établissement d'hospitalisation ,7364,A
24-74174,2024-06-27,APPEL_OFFRE,Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale des routes ouest dir ouest,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST,17350005900014,17350005900014,173500059,130001704,130001704,35;44;22;29;56;53,"35,44,22,29,56,53",https://www.boamp.fr/pages/avis/?q=idweb:24-74174,https://www.boamp.fr/pages/avis/?q=idweb:24-74174,Service déconcentré de l'État à compétence (inter) départementale ,7172,A
24-74841,2024-06-28,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-74841,https://www.boamp.fr/pages/avis/?q=idweb:24-74841,Région ,7230,A
24-72405,2024-06-23,ATTRIBUTION,CAF TOURAINE,caf touraine,CAISSE D ALLOCATIONS FAMILIALES D INDRE ET LOIRE,44085512000075,44085512000075,440855120,775347875,775347875,37;28;45;44,"37,28,45,44",https://www.boamp.fr/pages/avis/?q=idweb:24-72405,https://www.boamp.fr/pages/avis/?q=idweb:24-72405,Régime général de la Sécurité Sociale,8110,A
24-65026,2024-06-06,ATTRIBUTION,Communauté d'Agglomération du Niortais,communaute d agglomeration du niortais,CA DU NIORTAIS,32340186900017,32340186900017,323401869,200041317,200041317,79;16;17;85;86,"79,16,17,85,86",https://www.boamp.fr/pages/avis/?q=idweb:24-65026,https://www.boamp.fr/pages/avis/?q=idweb:24-65026,Communauté d'agglomération ,7348,A
24-65156,2024-06-06,ATTRIBUTION,COMMUNE DE VILLENEUVE-EN-RETZ,commune de villeneuve-en-retz,COMMUNE DE VILLENEUVE EN RETZ,50170887900033,50170887900033,501708879,200054229,200054229,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-65156,https://www.boamp.fr/pages/avis/?q=idweb:24-65156,Commune et commune nouvelle ,7210,A
24-65950,2024-06-08,ATTRIBUTION,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,13002928300012,13002928300012,130029283,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-65950,https://www.boamp.fr/pages/avis/?q=idweb:24-65950,Région ,7230,A
24-66818,2024-06-09,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-66818,https://www.boamp.fr/pages/avis/?q=idweb:24-66818,Établissement d'hospitalisation ,7364,A
24-72520,2024-06-23,APPEL_OFFRE,Plate-forme commissariat Ouest (Rennes),plate-forme commissariat ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,72;35;53;49;37;61;28,"72,35,53,49,37,61,28",https://www.boamp.fr/pages/avis/?q=idweb:24-72520,https://www.boamp.fr/pages/avis/?q=idweb:24-72520,Ministère ,7113,A
24-63342,2024-06-02,ATTRIBUTION,COMMUNE DE BAIN DE BRETAGNE,commune de bain de bretagne,COMMUNE DE BAIN DE BRETAGNE,34053956800030,34053956800030,340539568,213500127,213500127,35;44;56,"35,44,56",https://www.boamp.fr/pages/avis/?q=idweb:24-63342,https://www.boamp.fr/pages/avis/?q=idweb:24-63342,Commune et commune nouvelle ,7210,A
24-63064,2024-06-01,APPEL_OFFRE,Syndicat Intercommunal d'Énergies de Maine-et-Loire (Siéml),syndicat intercommunal d energies de maine-et-loire sieml,SI ENERGIES DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,254901309,254901309,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-63064,https://www.boamp.fr/pages/avis/?q=idweb:24-63064,Syndicat mixte fermé ,7354,A
24-74983,2024-06-28,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-74983,https://www.boamp.fr/pages/avis/?q=idweb:24-74983,Région ,7230,A
24-64180,2024-06-05,ATTRIBUTION,Mairie de Saint-Herblain,mairie de saint-herblain,COMMUNE DE SAINT-HERBLAIN,50810215900029,50810215900029,508102159,214401622,214401622,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-64180,https://www.boamp.fr/pages/avis/?q=idweb:24-64180,Commune et commune nouvelle ,7210,A
24-64706,2024-06-05,APPEL_OFFRE,Ville de Nantes,ville de nantes,COMMUNE DE NANTES,92084215000012,92084215000012,920842150,214401093,214401093,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-64706,https://www.boamp.fr/pages/avis/?q=idweb:24-64706,Commune et commune nouvelle ,7210,A
24-65506,2024-06-07,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;53;49;72;85,"44,53,49,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-65506,https://www.boamp.fr/pages/avis/?q=idweb:24-65506,Région ,7230,A
24-63474,2024-06-02,APPEL_OFFRE,France Travail Pays de la Loire,france travail pays de la loire,FRANCE TRAVAIL,17440005100010,17440005100010,174400051,130005481,130005481,44;53;85,"44,53,85",https://www.boamp.fr/pages/avis/?q=idweb:24-63474,https://www.boamp.fr/pages/avis/?q=idweb:24-63474,Établissement public national à caractère administratif ,7389,A
24-72169,2024-06-22,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-72169,https://www.boamp.fr/pages/avis/?q=idweb:24-72169,Établissement d'hospitalisation ,7364,A
24-66082,2024-06-08,APPEL_OFFRE,Rectorat Division Scus,rectorat division scus,RECTORAT DE L'ACADEMIE DE NANTES,11000201100044,11000201100044,110002011,174404301,174404301,49;44;72;85;75;35;17;53;22,"49,44,72,85,75,35,17,53,22",https://www.boamp.fr/pages/avis/?q=idweb:24-66082,https://www.boamp.fr/pages/avis/?q=idweb:24-66082,(Autre) Service déconcentré de l'État à compétence territoriale ,7179,A
24-71171,2024-06-20,APPEL_OFFRE,SAS AVENSIA agissant au nom et pour le compte de l'ESID de Rennes,sas avensia agissant au nom et pour le compte de l esid de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,49511102300034,49511102300034,495111023,110090016,110090016,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-71171,https://www.boamp.fr/pages/avis/?q=idweb:24-71171,Ministère ,7113,A
24-63940,2024-06-04,ATTRIBUTION,Nantes Université,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-63940,https://www.boamp.fr/pages/avis/?q=idweb:24-63940,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-64765,2024-06-06,APPEL_OFFRE,Nantes métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-64765,https://www.boamp.fr/pages/avis/?q=idweb:24-64765,Métropole,7344,A
24-65092,2024-06-06,APPEL_OFFRE,Tribunal judiciaire de Rennes,tribunal judiciaire de rennes,CPAM DE LOIRE ATLANTIQUE,17350111500161,17350111500161,173501115,515163749,515163749,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-65092,https://www.boamp.fr/pages/avis/?q=idweb:24-65092,Régime général de la Sécurité Sociale,8110,A
24-65117,2024-06-06,APPEL_OFFRE,SASU FNCCR,sasu fnccr,SASU FNCCR,17750111101763,17750111101763,177501111,978657120,978657120,75;13;69;31;67;44;93;94;92,"75,13,69,31,67,44,93,94,92",https://www.boamp.fr/pages/avis/?q=idweb:24-65117,https://www.boamp.fr/pages/avis/?q=idweb:24-65117,"SAS, société par actions simplifiée",5710,A
24-62939,2024-06-01,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-62939,https://www.boamp.fr/pages/avis/?q=idweb:24-62939,Région ,7230,A
24-63414,2024-06-02,APPEL_OFFRE,Plateforme régionale des achats (PFRA) des Pays de la Loire,plateforme regionale des achats pfra des pays de la loire,PREFECTURE DE REGION PAYS DE LA LOIRE,11000201100044,11000201100044,110002011,174400002,174400002,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-63414,https://www.boamp.fr/pages/avis/?q=idweb:24-63414,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
24-81691,2024-07-12,ATTRIBUTION,LOIRE OCEAN METROPOLE AMENAGEMENT,loire ocean metropole amenagement,LOIRE OCEAN METROPOLE AMENAGEMENT,17350111500963,17350111500963,173501115,535164412,535164412,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-81691,https://www.boamp.fr/pages/avis/?q=idweb:24-81691,SA à conseil d'administration (s.a.i.),5599,A
24-83008,2024-07-16,APPEL_OFFRE,COUR D APPEL DE POITIERS,cour d appel de poitiers,COUR D APPEL DE POITIERS,17860004500011,17860004500011,178600045,178601118,178601118,17;86;79;85,"17,86,79,85",https://www.boamp.fr/pages/avis/?q=idweb:24-83008,https://www.boamp.fr/pages/avis/?q=idweb:24-83008,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
24-83046,2024-07-16,ATTRIBUTION,SDIS44,sdis44,SCE DEPARTEMENTAL INCENDIE ET SECOURS,17350111500864,17350111500864,173501115,284400017,284400017,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-83046,https://www.boamp.fr/pages/avis/?q=idweb:24-83046,Service départemental d'incendie et de secours (SDIS),7372,A
