notice_id,publication_date,notice_type_normalized,buyer_name_raw,buyer_name_normalized,buyer_legal_name_enriched_display,buyer_siret_raw,buyer_siret_clean,buyer_siren_from_boamp_siret,buyer_siren_enriched,buyer_siren_enriched_raw,code_departement,enrichment_department_raw,url_avis,enrichment_boamp_url,buyer_legal_category_enriched,buyer_legal_category_sirene,buyer_legal_status_enriched
24-97302,2024-08-25,APPEL_OFFRE,DGAMPA,dgampa,"DIRECTION GENERALE DES AFFAIRES MARITIMES, DE LA PECHE ET DE L'AQUACULTURE",17950702500015,17950702500015,179507025,130030018,130030018,92;29;13;50;59;62;22;44;972,"92,29,13,50,59,62,22,44,972",https://www.boamp.fr/pages/avis/?q=idweb:24-97302,https://www.boamp.fr/pages/avis/?q=idweb:24-97302,Service central d'un ministère ,7120,A
24-91296,2024-08-04,APPEL_OFFRE,Etablissement du Service d'Infrastructure de la Défense de RENNES,etablissement du service d infrastructure de la defense de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,35;49;37;50,"35,49,37,50",https://www.boamp.fr/pages/avis/?q=idweb:24-91296,https://www.boamp.fr/pages/avis/?q=idweb:24-91296,Ministère ,7113,A
24-92133,2024-08-06,APPEL_OFFRE,Etablissement du Service d'Infrastructure de la Défense de RENNES,etablissement du service d infrastructure de la defense de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,35;37;49;50,"35,37,49,50",https://www.boamp.fr/pages/avis/?q=idweb:24-92133,https://www.boamp.fr/pages/avis/?q=idweb:24-92133,Ministère ,7113,A
24-90280,2024-08-01,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-90280,https://www.boamp.fr/pages/avis/?q=idweb:24-90280,Métropole,7344,A
24-93633,2024-08-11,APPEL_OFFRE,"Tribunal Judiciaire de Rennes
Cité judiciaire
7 rue Pierre Abélard
35000 Rennes",tribunal judiciaire de rennes cite judiciaire 7 rue pierre abelard 35000 rennes,PODELIHA - ENTREPRISE SOCIALE POUR L'HABITAT - SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,17350111500161,17350111500161,173501115,057201139,057201139,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-93633,https://www.boamp.fr/pages/avis/?q=idweb:24-93633,SA de HLM à conseil d'administration ,5546,A
24-93124,2024-08-09,APPEL_OFFRE,Centre ministériel de Valorisation des Ressources Humaines (CMVRH) - Ministere de la Transition écologique et de la cohésion des territoires,centre ministeriel de valorisation des ressources humaines cmvrh - ministere de la transition ecologique et de la cohesion des territoires,"MINISTERE DE LA TRANSITION ECOLOGIQUE, DE LA BIODIVERSITE ET DES NEGOCIATIONS INTERNATIONALES SUR LE CLIMAT ET LA NATURE",11000201100044,11000201100044,110002011,110068012,110068012,75;76;13;33;44;82;59;8;28,"75,76,13,33,44,82,598,28",https://www.boamp.fr/pages/avis/?q=idweb:24-93124,https://www.boamp.fr/pages/avis/?q=idweb:24-93124,Ministère ,7113,A
24-93237,2024-08-09,ATTRIBUTION,CH DU MANS - Ets support du GHT 72,ch du mans - ets support du ght 72,HOPITAL LE MANS,13002928300012,13002928300012,130029283,267200160,267200160,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-93237,https://www.boamp.fr/pages/avis/?q=idweb:24-93237,Établissement d'hospitalisation ,7364,A
24-93885,2024-08-11,ATTRIBUTION,Trivalis (85),trivalis 85,SYNDICAT MIXTE ETUDES POUR COORDINATION DEPARTEMENTALE DE TRAITEMENT DECHETS MENAGERS DE VENDEE,25850696200040,25850696200040,258506962,258502962,258502962,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-93885,https://www.boamp.fr/pages/avis/?q=idweb:24-93885,Syndicat mixte fermé ,7354,A
24-94087,2024-08-13,APPEL_OFFRE,GRAND PORT MARITIME DE NANTES ST-NAZAIRE,grand port maritime de nantes st-nazaire,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,77560685300041,77560685300041,775606853,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-94087,https://www.boamp.fr/pages/avis/?q=idweb:24-94087,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-93689,2024-08-11,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,57172266900264,57172266900264,571722669,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-93689,https://www.boamp.fr/pages/avis/?q=idweb:24-93689,Département ,7220,A
24-94495,2024-08-14,ATTRIBUTION,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE MAINE ET LOIRE,service departemental d incendie et de secours de maine et loire,SCE DEPARTEMENTAL INCENDIE ET SECOURS,92084215000012,92084215000012,920842150,284900016,284900016,49;53;44;35,"49,53,44,35",https://www.boamp.fr/pages/avis/?q=idweb:24-94495,https://www.boamp.fr/pages/avis/?q=idweb:24-94495,Service départemental d'incendie et de secours (SDIS),7372,A
24-92288,2024-08-07,APPEL_OFFRE,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat",grand port maritime de nantes saint-nazaire service achat,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,17440005100010,17440005100010,174400051,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-92288,https://www.boamp.fr/pages/avis/?q=idweb:24-92288,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-95293,2024-08-18,APPEL_OFFRE,Direction de l'administration pénitentiaire,direction de l administration penitentiaire,DIRECTION GENERALE DE L'ADMINISTRATION PENITENTIAIRE,11000201100044,11000201100044,110002011,120012018,120012018,75;13;33;44;59;69;67,"75,13,33,44,59,69,67",https://www.boamp.fr/pages/avis/?q=idweb:24-95293,https://www.boamp.fr/pages/avis/?q=idweb:24-95293,Service central d'un ministère ,7120,A
24-93961,2024-08-11,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,53;44;49;72;85,"53,44,49,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-93961,https://www.boamp.fr/pages/avis/?q=idweb:24-93961,Région ,7230,A
24-98607,2024-08-30,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-98607,https://www.boamp.fr/pages/avis/?q=idweb:24-98607,Établissement d'hospitalisation ,7364,A
24-98786,2024-08-30,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-98786,https://www.boamp.fr/pages/avis/?q=idweb:24-98786,Région ,7230,A
24-102907,2024-09-11,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-102907,https://www.boamp.fr/pages/avis/?q=idweb:24-102907,Établissement d'hospitalisation ,7364,A
24-105585,2024-09-19,ATTRIBUTION,CHU Nantes,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-105585,https://www.boamp.fr/pages/avis/?q=idweb:24-105585,Établissement d'hospitalisation ,7364,A
24-100323,2024-09-04,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-100323,https://www.boamp.fr/pages/avis/?q=idweb:24-100323,Établissement d'hospitalisation ,7364,A
24-102537,2024-09-10,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-102537,https://www.boamp.fr/pages/avis/?q=idweb:24-102537,Région ,7230,A
24-104137,2024-09-15,APPEL_OFFRE,MTECT (ministère en charge de l'Ecologie),mtect ministere en charge de l ecologie,"MINISTERE DE LA TRANSITION ECOLOGIQUE, DE LA BIODIVERSITE ET DES NEGOCIATIONS INTERNATIONALES SUR LE CLIMAT ET LA NATURE",11000201100044,11000201100044,110002011,110068012,110068012,13;37;44;62,"13,37,44,62",https://www.boamp.fr/pages/avis/?q=idweb:24-104137,https://www.boamp.fr/pages/avis/?q=idweb:24-104137,Ministère ,7113,A
24-105371,2024-09-18,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-105371,https://www.boamp.fr/pages/avis/?q=idweb:24-105371,Établissement d'hospitalisation ,7364,A
24-106137,2024-09-20,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-106137,https://www.boamp.fr/pages/avis/?q=idweb:24-106137,Établissement d'hospitalisation ,7364,A
24-99543,2024-09-01,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-99543,https://www.boamp.fr/pages/avis/?q=idweb:24-99543,Établissement d'hospitalisation ,7364,A
24-105835,2024-09-19,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-105835,https://www.boamp.fr/pages/avis/?q=idweb:24-105835,Région ,7230,A
24-107750,2024-09-24,ATTRIBUTION,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-107750,https://www.boamp.fr/pages/avis/?q=idweb:24-107750,Établissement d'hospitalisation ,7364,A
24-107931,2024-09-25,APPEL_OFFRE,LAVAL AGGLOMERATION,laval agglomeration,LAVAL AGGLOMERATION,17440005100010,17440005100010,174400051,200083392,200083392,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-107931,https://www.boamp.fr/pages/avis/?q=idweb:24-107931,Communauté d'agglomération ,7348,A
24-109598,2024-09-28,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-109598,https://www.boamp.fr/pages/avis/?q=idweb:24-109598,Département ,7220,A
24-109864,2024-09-29,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-109864,https://www.boamp.fr/pages/avis/?q=idweb:24-109864,Établissement d'hospitalisation ,7364,A
24-110188,2024-09-29,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,72;44;49;53;85,"72,44,49,53,85",https://www.boamp.fr/pages/avis/?q=idweb:24-110188,https://www.boamp.fr/pages/avis/?q=idweb:24-110188,Région ,7230,A
24-101979,2024-09-08,ATTRIBUTION,Angers Loire Metropole (49),angers loire metropole 49,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,72206048000042,72206048000042,722060480,244900015,244900015,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-101979,https://www.boamp.fr/pages/avis/?q=idweb:24-101979,Communauté urbaine ,7343,A
24-103126,2024-09-12,APPEL_OFFRE,COMSOPGN,comsopgn,COMMANDEMENT DU SOUTIEN OPERATIONNEL DE LA GENDARMERIE NATIONALE,11000201100044,11000201100044,110002011,130021983,130021983,36;72,"36,72",https://www.boamp.fr/pages/avis/?q=idweb:24-103126,https://www.boamp.fr/pages/avis/?q=idweb:24-103126,Service du ministère de la Défense ,7150,A
24-102935,2024-09-11,ATTRIBUTION,Etablissement du Service d'Infrastructure de la Défense de RENNES,etablissement du service d infrastructure de la defense de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,49;72;44,"49,72,44",https://www.boamp.fr/pages/avis/?q=idweb:24-102935,https://www.boamp.fr/pages/avis/?q=idweb:24-102935,Ministère ,7113,A
24-103522,2024-09-13,APPEL_OFFRE,Armement des phares et balises,armement des phares et balises,ARMEMENT DES PHARES ET BALISES,11000201100044,11000201100044,110002011,130003213,130003213,44;29,"44,29",https://www.boamp.fr/pages/avis/?q=idweb:24-103522,https://www.boamp.fr/pages/avis/?q=idweb:24-103522,Service déconcentré à compétence nationale d'un ministère (hors Défense),7160,A
24-104902,2024-09-17,APPEL_OFFRE,Centre Hospitalier de Laval (53),centre hospitalier de laval 53,CENTRE HOSPITALIER DE LAVAL,42882285200334,42882285200334,428822852,265300236,265300236,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-104902,https://www.boamp.fr/pages/avis/?q=idweb:24-104902,Établissement d'hospitalisation ,7364,A
24-106647,2024-09-21,APPEL_OFFRE,"CHU D'ANGERS, ETABLISSEMENT SUPPORT DU GHT 49",chu d angers etablissement support du ght 49,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,92084215000012,92084215000012,920842150,264900036,264900036,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-106647,https://www.boamp.fr/pages/avis/?q=idweb:24-106647,Établissement d'hospitalisation ,7364,A
24-107087,2024-09-22,APPEL_OFFRE,France Travail Pays de la Loire,france travail pays de la loire,FRANCE TRAVAIL,13000348113153,13000348113153,130003481,130005481,130005481,44;49;85;53;72,"44,49,85,53,72",https://www.boamp.fr/pages/avis/?q=idweb:24-107087,https://www.boamp.fr/pages/avis/?q=idweb:24-107087,Établissement public national à caractère administratif ,7389,A
24-108830,2024-09-26,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,19720033000029,19720033000029,197200330,234400034,234400034,53;72,"53,72",https://www.boamp.fr/pages/avis/?q=idweb:24-108830,https://www.boamp.fr/pages/avis/?q=idweb:24-108830,Région ,7230,A
24-109147,2024-09-27,ATTRIBUTION,VILLE DE SAUMUR,ville de saumur,COMMUNE DE SAUMUR,51531513300022,51531513300022,515315133,214903288,214903288,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-109147,https://www.boamp.fr/pages/avis/?q=idweb:24-109147,Commune et commune nouvelle ,7210,A
24-109379,2024-09-27,ATTRIBUTION,Plate-forme commissariat Ouest (Rennes),plate-forme commissariat ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-109379,https://www.boamp.fr/pages/avis/?q=idweb:24-109379,Ministère ,7113,A
24-102668,2024-09-11,APPEL_OFFRE,MTECT (ministère en charge de l'Ecologie),mtect ministere en charge de l ecologie,"MINISTERE DE LA TRANSITION ECOLOGIQUE, DE LA BIODIVERSITE ET DES NEGOCIATIONS INTERNATIONALES SUR LE CLIMAT ET LA NATURE",11000201100044,11000201100044,110002011,110068012,110068012,13;37;44;62,"13,37,44,62",https://www.boamp.fr/pages/avis/?q=idweb:24-102668,https://www.boamp.fr/pages/avis/?q=idweb:24-102668,Ministère ,7113,A
24-104817,2024-09-17,APPEL_OFFRE,Direction Interdépartementale des Routes Ouest,direction interdepartementale des routes ouest,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST,11000201100044,11000201100044,110002011,130001704,130001704,35;44;22;29;56,"35,44,22,29,56",https://www.boamp.fr/pages/avis/?q=idweb:24-104817,https://www.boamp.fr/pages/avis/?q=idweb:24-104817,Service déconcentré de l'État à compétence (inter) départementale ,7172,A
24-105247,2024-09-18,ATTRIBUTION,CH DU MANS - Ets support du GHT 72,ch du mans - ets support du ght 72,HOPITAL LE MANS,17440005100010,17440005100010,174400051,267200160,267200160,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-105247,https://www.boamp.fr/pages/avis/?q=idweb:24-105247,Établissement d'hospitalisation ,7364,A
24-106746,2024-09-21,APPEL_OFFRE,Nantes Université,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-106746,https://www.boamp.fr/pages/avis/?q=idweb:24-106746,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-109160,2024-09-27,ATTRIBUTION,Ville de Saumur,ville de saumur,COMMUNE DE SAUMUR,17440005100010,17440005100010,174400051,214903288,214903288,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-109160,https://www.boamp.fr/pages/avis/?q=idweb:24-109160,Commune et commune nouvelle ,7210,A
24-109669,2024-09-29,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-109669,https://www.boamp.fr/pages/avis/?q=idweb:24-109669,Établissement d'hospitalisation ,7364,A
24-101238,2024-09-06,APPEL_OFFRE,Caisse des dépôts et consignations,caisse des depots et consignations,CAISSE DES DEPOTS ET CONSIGNATIONS,17750005500013,17750005500013,177500055,180020026,180020026,75;49;33;78;91;92;93;94;95,"75,49,33,78,91,92,93,94,95",https://www.boamp.fr/pages/avis/?q=idweb:24-101238,https://www.boamp.fr/pages/avis/?q=idweb:24-101238,Autre personne morale de droit administratif ,7490,A
24-107308,2024-09-22,APPEL_OFFRE,DREAL Pays de la Loire,dreal pays de la loire,DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT PAYS DE LA LOIRE,11000201100044,11000201100044,110002011,130006109,130006109,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-107308,https://www.boamp.fr/pages/avis/?q=idweb:24-107308,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
24-107476,2024-09-24,APPEL_OFFRE,VILLE DE LAVAL,ville de laval,COMMUNE DE LAVAL,17440005100010,17440005100010,174400051,215301300,215301300,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-107476,https://www.boamp.fr/pages/avis/?q=idweb:24-107476,Commune et commune nouvelle ,7210,A
24-109305,2024-09-27,APPEL_OFFRE,Rectorat de NANTES,rectorat de nantes,RECTORAT DE L'ACADEMIE DE NANTES,11000201100044,11000201100044,110002011,174404301,174404301,44;49,"44,49",https://www.boamp.fr/pages/avis/?q=idweb:24-109305,https://www.boamp.fr/pages/avis/?q=idweb:24-109305,(Autre) Service déconcentré de l'État à compétence territoriale ,7179,A
24-102167,2024-09-10,APPEL_OFFRE,Nantes Métropole,nantes metropole,METROPOLE NANTES METROPOLE,17440005100010,17440005100010,174400051,244400404,244400404,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-102167,https://www.boamp.fr/pages/avis/?q=idweb:24-102167,Métropole,7344,A
24-102394,2024-09-10,ATTRIBUTION,NANTES UNIVERSITE,nantes universite,NANTES UNIVERSITE,17440005100010,17440005100010,174400051,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-102394,https://www.boamp.fr/pages/avis/?q=idweb:24-102394,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-105933,2024-09-19,ATTRIBUTION,Nantes Université,nantes universite,NANTES UNIVERSITE,92084215000012,92084215000012,920842150,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-105933,https://www.boamp.fr/pages/avis/?q=idweb:24-105933,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-104511,2024-09-15,APPEL_OFFRE,"Groupement TRANSAMO/La SET, agissant au nom et pour le  Syndicat des Mobilités de Touraine (SMT), maître d'ouvrage",groupement transamo la set agissant au nom et pour le syndicat des mobilites de touraine smt maitre d ouvrage,SYNDICAT DES MOBILITES DE TOURAINE,58480162500040,58480162500040,584801625,200085108,200085108,37;41;28;27;44;45,"37,41,28,27,44,45",https://www.boamp.fr/pages/avis/?q=idweb:24-104511,https://www.boamp.fr/pages/avis/?q=idweb:24-104511,Syndicat mixte fermé ,7354,A
24-107006,2024-09-22,ATTRIBUTION,PLATEFORME COMMISSARIAT SUD OUEST,plateforme commissariat sud ouest,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,86;85;79,"86,85,79",https://www.boamp.fr/pages/avis/?q=idweb:24-107006,https://www.boamp.fr/pages/avis/?q=idweb:24-107006,Ministère ,7113,A
24-111884,2024-10-04,APPEL_OFFRE,Rectorat Division Scus,rectorat division scus,RECTORAT DE L'ACADEMIE DE NANTES,11000201100044,11000201100044,110002011,174404301,174404301,85;44;49;72;56;75;17;35;16,"85,44,49,72,56,75,17,35,16",https://www.boamp.fr/pages/avis/?q=idweb:24-111884,https://www.boamp.fr/pages/avis/?q=idweb:24-111884,(Autre) Service déconcentré de l'État à compétence territoriale ,7179,A
24-113714,2024-10-09,APPEL_OFFRE,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-113714,https://www.boamp.fr/pages/avis/?q=idweb:24-113714,Département ,7220,A
24-121103,2024-10-24,ATTRIBUTION,Agence nationale de sécurité sanitaire (Anses),agence nationale de securite sanitaire anses,AGENCE NATIONALE DE SECURITE SANITAIRE DE L ALIMENTATION DE L ENVIRONNEMENT ET DU TRAVAIL,17770704900017,17770704900017,177707049,130012024,130012024,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-121103,https://www.boamp.fr/pages/avis/?q=idweb:24-121103,Établissement public national à caractère administratif ,7389,A
24-123017,2024-10-29,APPEL_OFFRE,DREAL Pays de la Loire,dreal pays de la loire,DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT PAYS DE LA LOIRE,11000201100044,11000201100044,110002011,130006109,130006109,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-123017,https://www.boamp.fr/pages/avis/?q=idweb:24-123017,Service déconcentré de l'État à compétence (inter) régionale ,7171,A
24-115550,2024-10-12,ATTRIBUTION,CHU Nantes,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-115550,https://www.boamp.fr/pages/avis/?q=idweb:24-115550,Établissement d'hospitalisation ,7364,A
24-116319,2024-10-15,APPEL_OFFRE,LAVAL AGGLOMERATION,laval agglomeration,LAVAL AGGLOMERATION,17440005100010,17440005100010,174400051,200083392,200083392,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-116319,https://www.boamp.fr/pages/avis/?q=idweb:24-116319,Communauté d'agglomération ,7348,A
24-120149,2024-10-23,APPEL_OFFRE,Mauges Communauté,mauges communaute,MAUGES COMMUNAUTE,17440005100010,17440005100010,174400051,200060010,200060010,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-120149,https://www.boamp.fr/pages/avis/?q=idweb:24-120149,Communauté d'agglomération ,7348,A
24-116007,2024-10-13,APPEL_OFFRE,Rectorat de NANTES,rectorat de nantes,RECTORAT DE L'ACADEMIE DE NANTES,11000201100044,11000201100044,110002011,174404301,174404301,44;14,"44,14",https://www.boamp.fr/pages/avis/?q=idweb:24-116007,https://www.boamp.fr/pages/avis/?q=idweb:24-116007,(Autre) Service déconcentré de l'État à compétence territoriale ,7179,A
24-110713,2024-10-02,ATTRIBUTION,SAS AVENSIA - Agissant au nom et pour le compte de l'ESID de Rennes,sas avensia - agissant au nom et pour le compte de l esid de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,68555065900252,68555065900252,685550659,110090016,110090016,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-110713,https://www.boamp.fr/pages/avis/?q=idweb:24-110713,Ministère ,7113,A
24-112481,2024-10-06,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-112481,https://www.boamp.fr/pages/avis/?q=idweb:24-112481,Région ,7230,A
24-113614,2024-10-09,APPEL_OFFRE,PFC OUEST RENNES,pfc ouest rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,49;35,"49,35",https://www.boamp.fr/pages/avis/?q=idweb:24-113614,https://www.boamp.fr/pages/avis/?q=idweb:24-113614,Ministère ,7113,A
24-122651,2024-10-27,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-122651,https://www.boamp.fr/pages/avis/?q=idweb:24-122651,Département ,7220,A
24-124093,2024-10-31,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,31587164001769,31587164001769,315871640,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-124093,https://www.boamp.fr/pages/avis/?q=idweb:24-124093,Région ,7230,A
24-113810,2024-10-09,APPEL_OFFRE,Ministère de l'Europe et des affaires étrangères,ministere de l europe et des affaires etrangeres,MINISTERE DE L'EUROPE ET DES AFFAIRES ETRANGERES,11000201100044,11000201100044,110002011,110006012,110006012,75;44,"75,44",https://www.boamp.fr/pages/avis/?q=idweb:24-113810,https://www.boamp.fr/pages/avis/?q=idweb:24-113810,Ministère ,7113,A
24-117815,2024-10-17,ATTRIBUTION,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;49;85;53,"44,72,49,85,53",https://www.boamp.fr/pages/avis/?q=idweb:24-117815,https://www.boamp.fr/pages/avis/?q=idweb:24-117815,Région ,7230,A
24-117903,2024-10-17,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-117903,https://www.boamp.fr/pages/avis/?q=idweb:24-117903,Établissement d'hospitalisation ,7364,A
24-111051,2024-10-02,APPEL_OFFRE,"CHU de Nantes, représenté par la Soderec",chu de nantes represente par la soderec,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-111051,https://www.boamp.fr/pages/avis/?q=idweb:24-111051,Établissement d'hospitalisation ,7364,A
24-111070,2024-10-02,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-111070,https://www.boamp.fr/pages/avis/?q=idweb:24-111070,Région ,7230,A
