domain_normalized,registered_domain,observation_count,distinct_profile_buyer_names,dominant_buyer_normalized,dominant_buyer_share,buyer_entropy,domain_specificity
marches.publics.landespublic.org,landespublic.org,1,1,commune de tarnos,1.0,-0.0,SHARED_INSTITUTIONAL
marches.quaibranly.fr,quaibranly.fr,1,1,etablissement public,1.0,-0.0,SHARED_INSTITUTIONAL
marches.rvv.org,rvv.org,1,1,ville de valenciennes,1.0,-0.0,SHARED_INSTITUTIONAL
marches.rvvn.fr,rvvn.fr,1,1,ville de valenciennes,1.0,-0.0,SHARED_INSTITUTIONAL
marches.securise.fr,securise.fr,1,1,rivp gerance,1.0,-0.0,SHARED_INSTITUTIONAL
marches.siib.fr,siib.fr,1,1,sii syndicat mixte des systemes d info,1.0,-0.0,SHARED_INSTITUTIONAL
marches.smic-vosges.f,smic-vosges.f,1,1,cc terre de granite,1.0,-0.0,SHARED_INSTITUTIONAL
marches.telt-sas.com,telt-sas.com,1,1,tunnel euralpin lyon turin sas,1.0,-0.0,SHARED_INSTITUTIONAL
marches.univ-lorraine.fr,univ-lorraine.fr,1,1,universite de lorraine,1.0,-0.0,SHARED_INSTITUTIONAL
marches06.fr,marches06.fr,1,1,metropole nice cote d azur,1.0,-0.0,SHARED_INSTITUTIONAL
marches2.lyon.fr,lyon.fr,1,1,ville de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
marchesboulognebillancourt.local-trust.com,local-trust.com,1,1,ville de boulogne billancourt,1.0,-0.0,SHARED_INSTITUTIONAL
marchesformalises.cg974.fr,cg974.fr,1,1,departement de la reunion,1.0,-0.0,SHARED_INSTITUTIONAL
marchesformation.cr-languedocroussillon.fr,cr-languedocroussillon.fr,1,1,conseil regional languedoc roussillon,1.0,-0.0,SHARED_INSTITUTIONAL
marchesformation.laregion.fr,laregion.fr,1,1,conseil regional occitanie,1.0,-0.0,SHARED_INSTITUTIONAL
marchesgrandbesancon.fr,marchesgrandbesancon.fr,1,1,ville de besancon,1.0,-0.0,SHARED_INSTITUTIONAL
marchesgrandlyon.com,marchesgrandlyon.com,1,1,metropole de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
marchesinfo.fr,marchesinfo.fr,1,1,sydevom de haute provence,1.0,-0.0,SHARED_INSTITUTIONAL
marchesmaximilien.fr,marchesmaximilien.fr,1,1,ville de paris,1.0,-0.0,SHARED_INSTITUTIONAL
marchesmaximillien.fr,marchesmaximillien.fr,1,1,ville de paris - deve,1.0,-0.0,SHARED_INSTITUTIONAL
marchesmontpellier.3m.fr,3m.fr,1,1,ville de montpellier,1.0,-0.0,SHARED_INSTITUTIONAL
marchesoublics.grandangouleme.fr,grandangouleme.fr,1,1,commune d angouleme,1.0,-0.0,SHARED_INSTITUTIONAL
marchespiblics-aquitaine.org,marchespiblics-aquitaine.org,1,1,syndicat mixte parc naturel regional,1.0,-0.0,SHARED_INSTITUTIONAL
marchespubics.amiens-metropole.com,amiens-metropole.com,1,1,amiens metropole,1.0,-0.0,SHARED_INSTITUTIONAL
marchespubics.grand-nancy.org,grand-nancy.org,1,1,commune de laxou,1.0,-0.0,SHARED_INSTITUTIONAL
marchespubics596280.fr,marchespubics596280.fr,1,1,conseil departemental de la somme,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublcis.ledauphine-legales.com,ledauphine-legales.com,1,1,commune de saint sorlin d arves,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublic-aquitaine.org,marchespublic-aquitaine.org,1,1,chambre d agriculture de lot et garonn,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublic.aquitaine.fr,aquitaine.fr,1,1,bordeaux metropole,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublic.isere.fr,isere.fr,1,1,conseil general de l isere,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublic.landespublic.org,landespublic.org,1,1,sitcom cote sud des landes,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-ain.fr,marchespublics-ain.fr,1,1,synd mixte traitement dechets menagers,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-ampmetropole.fr,marchespublics-ampmetropole.fr,1,1,metropole d aix marseille provence,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-aude.fr,marchespublics-aude.fr,1,1,commune de portel des corbieres,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-bernay.omnikles.com,omnikles.com,1,1,mairie de bernay,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-cc-golfedesainttropez.omnikles.com,omnikles.com,1,1,communaute communes golfe de st-tropez,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-cc-limouxin.omnikles.com,omnikles.com,1,1,communaute de communes du limouxin,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-ccssb.eu,marchespublics-ccssb.eu,1,1,c a sud sainte baume,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-ch-mulhouse.omnickles.com,omnickles.com,1,1,ghr mulhouse sud alsace,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-chroubaix.omnikles.com,omnikles.com,1,1,centre hospitalier de roubaix,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-clayes-sous-bois.omnikles.com,omnikles.com,1,1,mairie des clayes sous bois,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-epf-npdc.omnikles.com,omnikles.com,1,1,epf nord-pas-de-calais,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-gouv.fr,marchespublics-gouv.fr,1,1,centre hospitalier de valenciennes,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-hauts-de-seine.fr,marchespublics-hauts-de-seine.fr,1,1,conseil general des hauts de seine,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-inpes.omnikles.com,omnikles.com,1,1,inpes,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-marcoussis.omnikles.com,omnikles.com,1,1,ville de marcoussis,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-matec57.com,marchespublics-matec57.com,1,1,cc du warndt,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-mulhouse.omnikles.com,omnikles.com,1,1,ghr mulhouse sud alsace,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-oph-levallois-habitat.omnikles.com,omnikles.com,1,1,oph levallois habitat,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-paysdebitche.omnickles.com,omnickles.com,1,1,cte cnes du pays de bitche,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-regies.omnikles.com,omnikles.com,1,1,regies,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-sceaux-bourglareine-habitat.omnikles.com,omnikles.com,1,1,sceaux bourg-la-reine habitat,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-sdis77.safetender.com,safetender.com,1,1,sdis77,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-sem-levallois-habitat.omnikles.com,omnikles.com,1,1,sem levallois habitat,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-seta32.omnikles.com,omnikles.com,1,1,syndicat eaux territoires armagnac,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-sirgv.omnikles.com,omnikles.com,1,1,sm de la reppe gd vallat ses affluents,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-smica.omnikles.com,omnikles.com,1,1,rodez agglo habitat,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-ville-chelles.fr,marchespublics-ville-chelles.fr,1,1,ville de chelles,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics-ville-chelles.omnikles.com,omnikles.com,1,1,ville de chelles,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.adm76.fr,adm76.fr,1,1,ville de valery en caux,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.alescevennes.fr,alescevennes.fr,1,1,communaute d ales agglomeration,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.alsacehampagneardennelorraine.eu,alsacehampagneardennelorraine.eu,1,1,alsace champagne-ardenne lorraine,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.aquitiane.fr,aquitiane.fr,1,1,departement de lot-et-garonne,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.aquitiane.org,aquitiane.org,1,1,bordeaux metropole,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.aude,marchespublics.aude,1,1,commune de lezignan-corbieres,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.auvergnerhonealpes.fr,auvergnerhonealpes.fr,1,1,region auvergne-rhone-alpes,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.bergerac.fr,bergerac.fr,1,1,ville de bergerac,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.bnf.fr,bnf.fr,1,1,bibliotheque nationale de france,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.ccdsv.fr,ccdsv.fr,1,1,communaute de communes saone-vallee,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.cd27.fr,cd27.fr,1,1,centre de gestion de l eure,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.cg16.fr,cg16.fr,1,1,departement de la charente,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.cg18.fr,cg18.fr,1,1,conseil general du cher,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.cg81.fr,cg81.fr,1,1,conseil general du tarn,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.chamberybaugesmetropole.fr,chamberybaugesmetropole.fr,1,1,savoie dechets,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.cnfpt.ft,cnfpt.ft,1,1,cnfpt - delegation grande couronne idf,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.cr-guyane.fr,cr-guyane.fr,1,1,region guyane,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.crbn.fr,crbn.fr,1,1,conseil regional basse-normandie,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.creuse-grand-sud.fr,creuse-grand-sud.fr,1,1,cte de communes creuse grand sud,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.departement18.fr,departement18.fr,1,1,conseil departemental du cher,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.eaudeparis.com,eaudeparis.com,1,1,eau de paris,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.ensait.fr,ensait.fr,1,1,e n s a i t,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.gandlyon.com,gandlyon.com,1,1,metropole de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grand-nancy.com,grand-nancy.com,1,1,ville de nancy,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grand-nancy.fr,grand-nancy.fr,1,1,ville de nancy,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grand-nancy.orgmarchespublics.grand-nancy.org,grand-nancy.org,1,1,heillecourt,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grand.nancy.org,nancy.org,1,1,communaute urbaine du grand nancy,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grandangoulemle.fr,grandangoulemle.fr,1,1,commune d angouleme,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grandest.f,grandest.f,1,1,region grand est,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grandllyon.com,grandllyon.com,1,1,metropole de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grandlyon,marchespublics.grandlyon,1,1,metropole de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.grandlyon.comvoirie-,grandlyon.comvoirie-,1,1,metropole de lyon,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.haute-garonne,marchespublics.haute-garonne,1,1,conseil departemental haute garonne,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.hauts-de-seine.fr,hauts-de-seine.fr,1,1,conseil general des hauts de seine,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.hautsdefrance.fr,hautsdefrance.fr,1,1,region hauts-de-france,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.herault.fr,herault.fr,1,1,herault energies,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.hyeres.fr,hyeres.fr,1,1,commune d hyeres-les-palmiers,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.landepublic.org,landepublic.org,1,1,sictom du marsan,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.landespublic.ord,landespublic.ord,1,1,cdc de villeneuve de marsan,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.landespubllic.org,landespubllic.org,1,1,mairie de capbreton,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.lanespublic.org,lanespublic.org,1,1,commune de pontonx sur l adour,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.mairie-montngy.fr,mairie-montngy.fr,1,1,ville de montigny-en-gohelle,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.marseille-amp.fr,marseille-amp.fr,1,1,metropole aix marseille provence,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.marseilleprovence,marchespublics.marseilleprovence,1,1,cte urbaine mpm,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.marseilleprovence.com,marseilleprovence.com,1,1,cte urbaine mpm,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.nc,marchespublics.nc,1,1,smtu grand noumea,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.picardie.fr,picardie.fr,1,1,region picardie,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.regionreunion.com,regionreunion.com,1,1,conseil regional de la reunion,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.rhonealpes.fr,rhonealpes.fr,1,1,region rhone-alpes,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.senat.fr,senat.fr,1,1,senat,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.siaap.fr,siaap.fr,1,1,siaap,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.sydne.fr,sydne.fr,1,1,syndicat traitement dechets ne reunion,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.sytral.fr,sytral.fr,1,1,sytral,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.territoiredebelfort.fr,territoiredebelfort.fr,1,1,departement du territoire de belfort,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.terville.fr,terville.fr,1,1,ville de terville,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.vergeze.fr,vergeze.fr,1,1,commune de vergeze,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics.ville-villiers-le-bel.fr,ville-villiers-le-bel.fr,1,1,ville de villiers-le-bel,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics59628.fr,marchespublics59628.fr,1,1,ville de la sentinelle,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublics598060.fr,marchespublics598060.fr,1,1,communaute de communes de la hte somme,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublicsampmetropole.fr,marchespublicsampmetropole.fr,1,1,cte urbaine mpm,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublicscg04.fr,marchespublicscg04.fr,1,1,conseil dept des alpes de hte provence,1.0,-0.0,SHARED_INSTITUTIONAL
marchespublicscnc.omnikles.com,omnikles.com,1,1,centre national du cinema,1.0,-0.0,SHARED_INSTITUTIONAL
marchespubllics.grandest.fr,grandest.fr,1,1,region grand est,1.0,-0.0,SHARED_INSTITUTIONAL
marchespulics.aquitaine.fr,aquitaine.fr,1,1,semoctom,1.0,-0.0,SHARED_INSTITUTIONAL
marchesscurises.fr,marchesscurises.fr,1,1,commune de bressuire,1.0,-0.0,SHARED_INSTITUTIONAL
marcoweb.artoiscomm.fr,artoiscomm.fr,1,1,artois comm,1.0,-0.0,SHARED_INSTITUTIONAL
marcoweb.sdis30.fr,sdis30.fr,1,1,s d i s du gard,1.0,-0.0,SHARED_INSTITUTIONAL
marcoweb.ville-bron.fr,ville-bron.fr,1,1,ville de bron,1.0,-0.0,SHARED_INSTITUTIONAL
marcoweb.ville-gueret.fr,ville-gueret.fr,1,1,ville de gueret,1.0,-0.0,SHARED_INSTITUTIONAL
marcq-en-baroeul.org,marcq-en-baroeul.org,1,1,ville de marcq-en-baroeul,1.0,-0.0,SHARED_INSTITUTIONAL
mareil-marly.e-marchespublics.com,e-marchespublics.com,1,1,commune de mareil marly,1.0,-0.0,GENERIC_PLATFORM
mareil-marly.fr,mareil-marly.fr,1,1,commune de mareil marly,1.0,-0.0,SHARED_INSTITUTIONAL
margueritedeflandre.free.fr,free.fr,1,1,maison retraite marguerite de flandre,1.0,-0.0,SHARED_INSTITUTIONAL
marhces-publics.com,marhces-publics.com,1,1,cte d agglo de marne et gondoire,1.0,-0.0,SHARED_INSTITUTIONAL
marhes-publics.gouv.fr,marhes-publics.gouv.fr,1,1,meteo france,1.0,-0.0,SHARED_INSTITUTIONAL
marhessecurises.fr,marhessecurises.fr,1,1,ville de juvignac,1.0,-0.0,SHARED_INSTITUTIONAL
marignane.fr,marignane.fr,1,1,commune de marignane,1.0,-0.0,SHARED_INSTITUTIONAL
marines.fr,marines.fr,1,1,commune de marines,1.0,-0.0,SHARED_INSTITUTIONAL
maripasoula.e-marchespublics.com,e-marchespublics.com,1,1,mairie de maripa-soula,1.0,-0.0,GENERIC_PLATFORM
marmottan.com,marmottan.com,1,1,musee marmottan monet,1.0,-0.0,SHARED_INSTITUTIONAL
marmottan.fr,marmottan.fr,1,1,musee marmottan monet,1.0,-0.0,SHARED_INSTITUTIONAL
marne-chambagri.e-marchespublics.com,e-marchespublics.com,1,1,chambre d agriculture de la marne,1.0,-0.0,GENERIC_PLATFORM
marne.chambagri.fr,chambagri.fr,1,1,chambre d agriculture de la marne,1.0,-0.0,SHARED_INSTITUTIONAL
marneetgondoire-amenagement.e-marchespublics.com,e-marchespublics.com,1,1,marne et gondoire amenagement spl,1.0,-0.0,GENERIC_PLATFORM
marolles-en-hurepoix.e-marchespublics.com,e-marchespublics.com,1,1,commune de marolles-en-hurepoix,1.0,-0.0,GENERIC_PLATFORM
marseille-publics.gouv.fr,marseille-publics.gouv.fr,1,1,grand port maritime de marseille,1.0,-0.0,SHARED_INSTITUTIONAL
martignas.e-marchespublics.com,e-marchespublics.com,1,1,ville de martignas sur jalle,1.0,-0.0,GENERIC_PLATFORM
martinique-aeroport.e-marchespublics.com,e-marchespublics.com,1,1,sa aeroport de martinique aime cesaire,1.0,-0.0,GENERIC_PLATFORM
martinique.pref.gouv.fr,pref.gouv.fr,1,1,prefecture de la region martinique,1.0,-0.0,SHARED_INSTITUTIONAL
martiniquetourisme.com,martiniquetourisme.com,1,1,comite martiniquais du tourisme,1.0,-0.0,SHARED_INSTITUTIONAL
martiniquetourisme.e-marchespublics.com,e-marchespublics.com,1,1,comite martiniquais du tourisme,1.0,-0.0,GENERIC_PLATFORM
martiniquetransport.e-marchespublics.com,e-marchespublics.com,1,1,martinique transport,1.0,-0.0,GENERIC_PLATFORM
mauguio-carnon.com,mauguio-carnon.com,1,1,mairie de mauguio carnon,1.0,-0.0,SHARED_INSTITUTIONAL
maurepas.fr,maurepas.fr,1,1,ville de maurepas,1.0,-0.0,SHARED_INSTITUTIONAL
maximiilien.fr,maximiilien.fr,1,1,oph plaine commune habitat,1.0,-0.0,SHARED_INSTITUTIONAL
maximilien.marches.fr,marches.fr,1,1,ville de paris,1.0,-0.0,SHARED_INSTITUTIONAL
mayenne.cci.fr,cci.fr,1,1,cci mayenne,1.0,-0.0,SHARED_INSTITUTIONAL
mazan.e-marchespublics.com,e-marchespublics.com,1,1,ville de mazan,1.0,-0.0,GENERIC_PLATFORM
mazan.fr,mazan.fr,1,1,ville de mazan,1.0,-0.0,SHARED_INSTITUTIONAL
mazrches-securises.fr,mazrches-securises.fr,1,1,m2a habitat,1.0,-0.0,SHARED_INSTITUTIONAL
mc2grenoble.e-marchespublics.com,e-marchespublics.com,1,1,mc2 maison de la culture de grenoble,1.0,-0.0,GENERIC_PLATFORM
mda44.fr,mda44.fr,1,1,gip maison des adolescents,1.0,-0.0,SHARED_INSTITUTIONAL
mdig.e-marchespublics.com,e-marchespublics.com,1,1,musee des impressionismes giverny,1.0,-0.0,GENERIC_PLATFORM
mdr-st-francois-assise.e-marchespublics.com,e-marchespublics.com,1,1,ehpad saint francois d assise,1.0,-0.0,GENERIC_PLATFORM
medialex.fr,medialex.fr,1,1,communaute de communes cote d emeraude,1.0,-0.0,SHARED_INSTITUTIONAL
mediterranee-infection.e-marchespublics.com,e-marchespublics.com,1,1,fondation mediterranee infection,1.0,-0.0,GENERIC_PLATFORM
medoc-atlantique.com,medoc-atlantique.com,1,1,office de tourisme medoc atlantique,1.0,-0.0,SHARED_INSTITUTIONAL
megaliesbretagne.org,megaliesbretagne.org,1,1,guingamp-paimpol armor-argoat agglo,1.0,-0.0,SHARED_INSTITUTIONAL
megalis.e-megalisbretagne.org,e-megalisbretagne.org,1,1,rennes metropole,1.0,-0.0,SHARED_INSTITUTIONAL
megalis.org,megalis.org,1,1,ca quimper bretagne occidentale,1.0,-0.0,SHARED_INSTITUTIONAL
megalisbretagne.or,megalisbretagne.or,1,1,fougeres agglomeration,1.0,-0.0,SHARED_INSTITUTIONAL
megalisbretahne.org,megalisbretahne.org,1,1,ville de quimper,1.0,-0.0,SHARED_INSTITUTIONAL
meistratzheim.fr,meistratzheim.fr,1,1,commune de meistratzheim,1.0,-0.0,SHARED_INSTITUTIONAL
melunvaldeseine.fr,melunvaldeseine.fr,1,1,melun val de seine amenagement,1.0,-0.0,SHARED_INSTITUTIONAL
mende.e-marchespublics.com,e-marchespublics.com,1,1,mairie de mende,1.0,-0.0,GENERIC_PLATFORM
menucourt.e-marchespublics.com,e-marchespublics.com,1,1,ville de menucourt,1.0,-0.0,GENERIC_PLATFORM
meos.achatpublic.com,achatpublic.com,1,1,cnavts de paris,1.0,-0.0,GENERIC_PLATFORM
meoss.achatpublic.fr,achatpublic.fr,1,1,cpam nanterre,1.0,-0.0,SHARED_INSTITUTIONAL
meoss.com,meoss.com,1,1,carsat centre,1.0,-0.0,SHARED_INSTITUTIONAL
mercantour.e-marchespublics.com,e-marchespublics.com,1,1,parc national du mercantour,1.0,-0.0,GENERIC_PLATFORM
mercator-ocean.fr,mercator-ocean.fr,1,1,mercator ocean,1.0,-0.0,SHARED_INSTITUTIONAL
mere-village.fr,mere-village.fr,1,1,commune de mere,1.0,-0.0,SHARED_INSTITUTIONAL
mereville54.e-marchespublics.com,e-marchespublics.com,1,1,mairie de mereville-54,1.0,-0.0,GENERIC_PLATFORM
mericourt.synapse-entreprise.com,synapse-entreprise.com,1,1,ville de mericourt,1.0,-0.0,SHARED_INSTITUTIONAL
mesnil-en-ouche.e-marchespublics.com,e-marchespublics.com,1,1,commune de mesnil-en-ouche,1.0,-0.0,GENERIC_PLATFORM
messagerie.chambery-metropole.fr,chambery-metropole.fr,1,1,savoie dechets,1.0,-0.0,SHARED_INSTITUTIONAL
meteofrance.achatpublic.com,achatpublic.com,1,1,meteo france,1.0,-0.0,GENERIC_PLATFORM
metropole-marchepublic.fr,metropole-marchepublic.fr,1,1,metropole europeenne de lille,1.0,-0.0,SHARED_INSTITUTIONAL
metropole-savoie.com,metropole-savoie.com,1,1,metropole savoie,1.0,-0.0,SHARED_INSTITUTIONAL
metz-congres.e-marchespublics.com,e-marchespublics.com,1,1,metz metropole moselle congres,1.0,-0.0,GENERIC_PLATFORM
metzenscenes.fr,metzenscenes.fr,1,1,epcc metz en scenes,1.0,-0.0,SHARED_INSTITUTIONAL
metzmetropoledeveloppement.fr,metzmetropoledeveloppement.fr,1,1,metz metropole developpement,1.0,-0.0,SHARED_INSTITUTIONAL
meylan.fr,meylan.fr,1,1,ville de meylan,1.0,-0.0,SHARED_INSTITUTIONAL
meyrargues.fr,meyrargues.fr,1,1,ville de meyrargues,1.0,-0.0,SHARED_INSTITUTIONAL
mgirod.com,mgirod.com,1,1,commune de montesquieu volvestre,1.0,-0.0,SHARED_INSTITUTIONAL
midipyrenees.marcoweb.fr,marcoweb.fr,1,1,region midi pyrenees,1.0,-0.0,SHARED_INSTITUTIONAL
mife90.org,mife90.org,1,1,mife,1.0,-0.0,SHARED_INSTITUTIONAL
millaugrandscausses-habitat.fr,millaugrandscausses-habitat.fr,1,1,millau grands causses habitat,1.0,-0.0,SHARED_INSTITUTIONAL
milly-la-foret.fr,milly-la-foret.fr,1,1,ville de milly la foret,1.0,-0.0,SHARED_INSTITUTIONAL
mimarm.fr,mimarm.fr,1,1,dpsd,1.0,-0.0,SHARED_INSTITUTIONAL
minderouen.fr,minderouen.fr,1,1,min de rouen,1.0,-0.0,SHARED_INSTITUTIONAL
mines-ales.fr,mines-ales.fr,1,1,ecole des mines ales,1.0,-0.0,SHARED_INSTITUTIONAL
mines.ales.fr,ales.fr,1,1,ecole des mines ales,1.0,-0.0,SHARED_INSTITUTIONAL
mirande.fr,mirande.fr,1,1,mairie de mirande,1.0,-0.0,SHARED_INSTITUTIONAL
mirecourt.e-marchespublics.com,e-marchespublics.com,1,1,ville de mirecourt,1.0,-0.0,GENERIC_PLATFORM
mission-attractivite-hautsdefrance.e-marchespublics.com,e-marchespublics.com,1,1,mission attractivite hauts-de-france,1.0,-0.0,GENERIC_PLATFORM
modula.impleo.fr,impleo.fr,1,1,ca des deux baies en montreuillois,1.0,-0.0,SHARED_INSTITUTIONAL
mondarverne-communaute.e-marchespublics.com,e-marchespublics.com,1,1,mond arverne communaute,1.0,-0.0,GENERIC_PLATFORM
mondeville.fr,mondeville.fr,1,1,mairie de mondeville,1.0,-0.0,SHARED_INSTITUTIONAL
montady.e-marchespublics.com,e-marchespublics.com,1,1,ville de montady,1.0,-0.0,GENERIC_PLATFORM
montbonnot.fr,montbonnot.fr,1,1,ville de montbonnot saint-martin,1.0,-0.0,SHARED_INSTITUTIONAL
montelimar-agglo.fr,montelimar-agglo.fr,1,1,c a montelimar agglomeration,1.0,-0.0,SHARED_INSTITUTIONAL
montelimar-habitat.fr,montelimar-habitat.fr,1,1,montelimar habitat,1.0,-0.0,SHARED_INSTITUTIONAL
montelimar-sesame.com,montelimar-sesame.com,1,1,c a montelimar agglomeration,1.0,-0.0,SHARED_INSTITUTIONAL
montfort-l-amaury.e-marchespublics.com,e-marchespublics.com,1,1,commune de montfort l amaury,1.0,-0.0,GENERIC_PLATFORM
montigny78.fr,montigny78.fr,1,1,ville de montigny le bretonneux,1.0,-0.0,SHARED_INSTITUTIONAL
montoirdebretagne.fr,montoirdebretagne.fr,1,1,commune de montoir de bretagne,1.0,-0.0,SHARED_INSTITUTIONAL
montpellier.fr,montpellier.fr,1,1,ville de montpellier,1.0,-0.0,SHARED_INSTITUTIONAL
montreuil-touraine.fr,montreuil-touraine.fr,1,1,mairie de montreuil-en-touraine,1.0,-0.0,SHARED_INSTITUTIONAL
montreuil.achatpublic.com,achatpublic.com,1,1,ville de montreuil,1.0,-0.0,GENERIC_PLATFORM
montsinery-tonnegrande.e-marchespublics.com,e-marchespublics.com,1,1,commune de montsinery-tonnegrande,1.0,-0.0,GENERIC_PLATFORM
montsinery-tonnegrande.mairies-guyane.org,mairies-guyane.org,1,1,commune de montsinery-tonnegrande,1.0,-0.0,SHARED_INSTITUTIONAL
montvalezan.e-marchespublics.com,e-marchespublics.com,1,1,commune de montvalezan,1.0,-0.0,GENERIC_PLATFORM
morbihan.fr,morbihan.fr,1,1,departement du morbihan,1.0,-0.0,SHARED_INSTITUTIONAL
moretloingetorvanne.e-marchespublics.com,e-marchespublics.com,1,1,commune de moret sur loing,1.0,-0.0,GENERIC_PLATFORM
