domain_normalized,registered_domain,subdomain,observation_count,profile_observation_count,participation_observation_count,distinct_raw_buyer_names,distinct_profile_buyer_names,distinct_current_m1_buyer_keys,distinct_validated_sirens_after_m1_name_join,distinct_sirets_after_m1_name_join,distinct_departments_after_m1_name_join,first_observation_date,last_observation_date,dominant_buyer_normalized,dominant_buyer_count,dominant_buyer_share,buyer_entropy,malformed_observation_count,domain_specificity
marches-bordeaux.fr,marches-bordeaux.fr,,1,1,0,1,1,0,0,0,0,2019-10-11,2019-10-11,grand port maritime de bordeaux,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-boulogne-billancourt.local-trust.com,local-trust.com,marches-boulogne-billancourt,1,1,0,1,1,0,0,0,0,2015-06-22,2015-06-22,ville de boulogne billancourt,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-cdg5962.fr,marches-cdg5962.fr,,1,1,0,1,1,0,0,0,0,2017-02-15,2017-02-15,ville de wattrelos,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-cdg596280.fr,marches-cdg596280.fr,,1,1,0,1,1,0,0,0,0,2017-08-03,2017-08-03,ville de wattrelos,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-cornebarrieu.com,marches-cornebarrieu.com,,1,1,0,1,1,0,0,0,0,2018-01-14,2018-01-14,ville de cornebarrieu,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-demat.fr,marches-demat.fr,,1,1,0,1,1,0,0,0,0,2018-08-05,2018-08-05,ca des deux baies en montreuillois,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-e-bourgogne.fr,marches-e-bourgogne.fr,,1,1,0,1,1,0,0,0,0,2019-03-22,2019-03-22,siceco,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-e-megalisbretagne.org,marches-e-megalisbretagne.org,,1,1,0,1,1,0,0,0,0,2019-03-15,2019-03-15,lorient agglomeration,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-e.bourgogne.fr,bourgogne.fr,marches-e,1,1,0,1,1,0,0,0,0,2018-09-28,2018-09-28,cc loire vignobles et nohain,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-epfif.com,marches-epfif.com,,1,1,0,1,1,0,0,0,0,2020-06-18,2020-06-18,epf ile de france,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-infos.fr,marches-infos.fr,,1,1,0,1,1,0,0,0,0,2015-05-04,2015-05-04,syndicat mixte montagne ardechoise,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-maximilen.fr,marches-maximilen.fr,,1,1,0,1,1,0,0,0,0,2017-12-09,2017-12-09,ville de paris,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-melun.fr,marches-melun.fr,,1,1,0,1,1,0,0,0,0,2018-02-15,2018-02-15,ville de melun,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-ormesson.achatpublic.com,achatpublic.com,marches-ormesson,1,1,0,1,1,0,0,0,0,2018-06-11,2018-06-11,ville d ormesson-sur-marne,1,1.0,-0.0,0,GENERIC_PLATFORM
marches-pblics.gouv.fr,marches-pblics.gouv.fr,,1,1,0,1,1,0,0,0,0,2017-01-04,2017-01-04,ddt des hautes-pyrenees,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-poublics.gouv.fr,marches-poublics.gouv.fr,,1,1,0,1,1,0,0,0,0,2017-05-05,2017-05-05,chu dupuytren,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-pu-blics.gouv.fr,marches-pu-blics.gouv.fr,,1,1,0,1,1,0,0,0,0,2020-04-26,2020-04-26,prefecture de la region de bretagne,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-pubblics.gouv.fr,marches-pubblics.gouv.fr,,1,1,0,1,1,0,0,0,0,2018-09-07,2018-09-07,cci territoriale du var,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-public.agglo-muretain.fr,agglo-muretain.fr,marches-public,1,1,0,1,1,0,0,0,0,2018-09-28,2018-09-28,commune de le fauga,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-public.herault.fr,herault.fr,marches-public,1,1,0,1,1,0,0,0,0,2017-02-15,2017-02-15,conseil departemental de l herault,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-public.info,marches-public.info,,1,1,0,1,1,0,0,0,0,2019-05-23,2019-05-23,syndicat mixte ports de normandie,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publicqs.gouv.fr,marches-publicqs.gouv.fr,,1,1,0,1,1,0,0,0,0,2019-05-11,2019-05-11,dicom guyane,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics-ophlm-levallois.omnikles.com,omnikles.com,marches-publics-ophlm-levallois,1,1,0,1,1,0,0,0,0,2015-09-04,2015-09-04,oph de levallois,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.acmhabitat.fr,acmhabitat.fr,marches-publics,1,1,0,1,1,0,0,0,0,2019-12-25,2019-12-25,acm oph de la ca de montpellier,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.agglo-muretain.ff,agglo-muretain.ff,marches-publics,1,1,0,1,1,0,0,0,0,2016-02-09,2016-02-09,cte d agglo du muretain,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.agglo-sqy.fr,agglo-sqy.fr,marches-publics,1,1,0,1,1,0,0,0,0,2020-04-24,2020-04-24,c a de saint-quentin-en-yvelines,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.aquitaine.fr,aquitaine.fr,marches-publics,1,1,0,1,1,0,0,0,0,2015-11-10,2015-11-10,departement de la gironde,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.cc-pays-aire.fr,cc-pays-aire.fr,marches-publics,1,1,0,1,1,0,0,0,0,2016-05-13,2016-05-13,communaute de communes du pays d aire,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.gironde.fr,gironde.fr,marches-publics,1,1,0,1,1,0,0,0,0,2020-12-08,2020-12-08,departement de la gironde,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.gou.fr,gou.fr,marches-publics,1,1,0,1,1,0,0,0,0,2018-11-15,2018-11-15,ministere interieur,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.gouf.fr,gouf.fr,marches-publics,1,1,0,1,1,0,0,0,0,2015-07-09,2015-07-09,dirisi ile de france,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.gouv.com,gouv.com,marches-publics,1,1,0,1,1,0,0,0,0,2017-10-04,2017-10-04,universite de cergy-pontoise,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.gouvr.fr,gouvr.fr,marches-publics,1,0,1,1,1,0,0,0,0,2020-04-17,2020-04-17,ets public du pal de la port doree,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.gov.fr,gov.fr,marches-publics,1,1,0,1,1,0,0,0,0,2020-10-11,2020-10-11,centre regional oeuvres univ scolaires,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.info46.fr,info46.fr,marches-publics,1,1,0,1,1,0,0,0,0,2019-10-14,2019-10-14,commune de figeac,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.lagazette-legales.fr,lagazette-legales.fr,marches-publics,1,1,0,1,1,0,0,0,0,2017-03-22,2017-03-22,apfte,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.oph-montpellier-agglo.fr,oph-montpellier-agglo.fr,marches-publics,1,1,0,1,1,0,0,0,0,2015-10-20,2015-10-20,acm oph de la ca de montpellier,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.parishabitatoph.fr,parishabitatoph.fr,marches-publics,1,1,0,1,1,0,0,0,0,2018-10-18,2018-10-18,paris habitat - oph,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.region.reunion.com,reunion.com,marches-publics.region,1,1,0,1,1,0,0,0,0,2016-01-20,2016-01-20,conseil regional de la reunion,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.regionreunion,marches-publics.regionreunion,,1,1,0,1,1,0,0,0,0,2015-03-05,2015-03-05,conseil regional de la reunion,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.siaap.fr,siaap.fr,marches-publics,1,1,0,1,1,0,0,0,0,2020-12-16,2020-12-16,siaap,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.ville-airesurlalys.fr,ville-airesurlalys.fr,marches-publics,1,1,0,1,1,0,0,0,0,2016-01-15,2016-01-15,ville d aire sur la lys,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics.ville-gennevilliers.fr,ville-gennevilliers.fr,marches-publics,1,1,0,1,1,0,0,0,0,2020-07-08,2020-07-08,commune de gennevilliers,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publics82.com,marches-publics82.com,,1,1,0,1,1,0,0,0,0,2017-03-03,2017-03-03,sivu eau assainissement cande aveyron,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publis.gouv.fr,marches-publis.gouv.fr,,1,1,0,1,1,1,0,0,1,2016-03-02,2016-03-02,mindef sga dcsid esid bordeaux,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-publoics.gouv.fr,marches-publoics.gouv.fr,,1,1,0,1,1,0,0,0,0,2017-05-20,2017-05-20,drsid lyon,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-pulics.gouv.fr,marches-pulics.gouv.fr,,1,1,0,1,1,0,0,0,0,2019-07-12,2019-07-12,cci territoriale ille et vilaine,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-puplics.gouv.fr,marches-puplics.gouv.fr,,1,0,1,1,1,0,0,0,0,2015-08-19,2015-08-19,mindef sga sid did cayenne,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-rambouillet.fr,marches-rambouillet.fr,,1,1,0,1,1,0,0,0,0,2017-10-18,2017-10-18,ville de rambouillet,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-sceurises.fr,marches-sceurises.fr,,1,1,0,1,1,0,0,0,0,2017-10-18,2017-10-18,ville de lege-cap ferret,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-sdis14.local-trust.com,local-trust.com,marches-sdis14,1,1,0,1,1,0,0,0,0,2019-01-05,2019-01-05,sdis 14,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-secrises.fr,marches-secrises.fr,,1,1,0,1,1,0,0,0,0,2015-04-29,2015-04-29,cte de communes de l abbevillois,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-secuirses.fr,marches-secuirses.fr,,1,1,0,1,1,0,0,0,0,2018-05-17,2018-05-17,centre hospitalier nord deux-sevres,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-secuises-.fr,marches-secuises-.fr,,1,1,0,1,1,0,0,0,0,2017-06-02,2017-06-02,commune de sainte-maxime,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securisees.fr,marches-securisees.fr,,1,1,0,1,1,0,0,0,0,2018-08-09,2018-08-09,aeroport de bale-mulhouse,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securises..fr,marches-securises.fr,,1,1,0,1,1,0,0,0,0,2017-07-20,2017-07-20,opac de l ondaine,1,1.0,-0.0,0,GENERIC_PLATFORM
marches-securises.eu,marches-securises.eu,,1,1,0,1,1,0,0,0,0,2019-05-02,2019-05-02,collectivite de saint martin,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securises.f,marches-securises.f,,1,1,0,1,1,0,0,0,0,2017-02-11,2017-02-11,ccas de toulouse,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securisess.fr,marches-securisess.fr,,1,1,0,1,1,0,0,0,0,2018-02-23,2018-02-23,ca nimes metropole,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securites.fr,marches-securites.fr,,1,1,0,1,1,0,0,0,0,2020-12-10,2020-12-10,commune le cannet,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securses.fr,marches-securses.fr,,1,1,0,1,1,0,0,0,0,2020-10-29,2020-10-29,gier pilat habitat,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-securuses.fr,marches-securuses.fr,,1,1,0,1,1,0,0,0,0,2017-06-23,2017-06-23,departement de l oise,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
marches-seucirses.fr,marches-seucirses.fr,,1,1,0,1,1,0,0,0,0,2017-02-19,2017-02-19,ville de coudekerque-branche 59,1,1.0,-0.0,0,SHARED_INSTITUTIONAL
