domain_normalized,registered_domain,subdomain,observation_count,profile_observation_count,participation_observation_count,distinct_raw_buyer_names,distinct_profile_buyer_names,distinct_current_m1_buyer_keys,distinct_validated_sirens_after_m1_name_join,distinct_sirets_after_m1_name_join,distinct_departments_after_m1_name_join,first_observation_date,last_observation_date,dominant_buyer_normalized,dominant_buyer_count,dominant_buyer_share,buyer_entropy,malformed_observation_count,domain_specificity
marchespublics-bourgsaintmaurice.omnikles.com,omnikles.com,marchespublics-bourgsaintmaurice,2,2,0,2,2,0,0,0,0,2018-11-08,2019-04-05,les arcs bourg saint maurice tourisme,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.agglo-porteduhainaut.fr,agglo-porteduhainaut.fr,marchespublics,2,2,0,2,2,0,0,0,0,2019-06-17,2020-10-30,com d aggl de la port du hainaut,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.aquitaine.org,aquitaine.org,marchespublics,2,2,0,2,2,0,0,0,0,2015-04-08,2015-08-06,communaute urbaine de bordeaux,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.bordeaux.fr,bordeaux.fr,marchespublics,2,2,0,2,2,0,0,0,0,2015-05-18,2016-03-29,mairie de bordeaux,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.cr-languedocroussillon.fr,cr-languedocroussillon.fr,marchespublics,2,2,0,2,2,0,0,0,0,2017-02-01,2017-09-09,conseil regional languedoc roussillon,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.haute-garonne.fr,haute-garonne.fr,marchespublics,2,2,0,2,2,0,0,0,0,2015-04-09,2019-07-19,conseil departemental haute garonne,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.hauts-de-seine.net,hauts-de-seine.net,marchespublics,2,2,0,2,2,0,0,0,0,2016-11-17,2017-03-12,conseil general des hauts de seine,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marchespublics.nordpasdecalaispicardie.fr,nordpasdecalaispicardie.fr,marchespublics,2,2,0,2,2,0,0,0,0,2016-10-12,2017-08-05,region hauts-de-france,1,0.5,1.0,0,SHARED_INSTITUTIONAL
marcoweb.fr,marcoweb.fr,,2,2,0,2,2,0,0,0,0,2015-11-16,2017-01-29,smtc 63,1,0.5,1.0,0,SHARED_INSTITUTIONAL
maximillien.fr,maximillien.fr,,2,2,0,2,2,0,0,0,0,2016-01-13,2018-01-26,conseil general de l essonne,1,0.5,1.0,0,SHARED_INSTITUTIONAL
megalis.bretagne.fr,bretagne.fr,megalis,2,2,0,2,2,0,0,0,0,2019-07-17,2020-06-10,communaute de communes pays de liffre,1,0.5,1.0,0,SHARED_INSTITUTIONAL
megeve.fr,megeve.fr,,2,2,0,2,2,0,0,0,0,2017-04-19,2018-08-20,commission syndicale des biens indivis,1,0.5,1.0,0,SHARED_INSTITUTIONAL
merignac.com,merignac.com,,2,2,0,2,2,0,0,0,0,2015-12-14,2017-10-05,commune de merignac,1,0.5,1.0,0,SHARED_INSTITUTIONAL
montigny-les-metz.fr,montigny-les-metz.fr,,2,2,0,2,2,0,0,0,0,2015-12-16,2016-03-31,syndicat pour le canal de jouy,1,0.5,1.0,0,SHARED_INSTITUTIONAL
montpellier3m.fr,montpellier3m.fr,,2,2,0,2,2,0,0,0,0,2016-03-11,2018-12-06,montpellier mediterranee metropole,1,0.5,1.0,0,SHARED_INSTITUTIONAL
mpe.76,mpe.76,,2,2,0,2,2,0,0,0,0,2016-08-23,2017-02-09,communaute de l agglomeration havraise,1,0.5,1.0,0,SHARED_INSTITUTIONAL
mpe3-arras.local-trust.com,local-trust.com,mpe3-arras,2,2,0,2,2,0,0,0,0,2016-06-09,2017-06-17,centre hospitalier d arras,1,0.5,1.0,0,SHARED_INSTITUTIONAL
musee-orsay.fr,musee-orsay.fr,,2,2,0,2,2,0,0,0,0,2016-05-25,2018-09-16,ets pub du mus d orsay mus orangerie,1,0.5,1.0,0,SHARED_INSTITUTIONAL
nancy.fr,nancy.fr,,2,2,0,2,2,0,0,0,0,2018-04-09,2018-09-13,ccas de la ville de nancy,1,0.5,1.0,0,SHARED_INSTITUTIONAL
nive-adour.com,nive-adour.com,,2,2,0,2,2,0,0,0,0,2015-04-02,2015-08-12,saem mivacef,1,0.5,1.0,0,SHARED_INSTITUTIONAL
oisehabitat.fr,oisehabitat.fr,,2,2,0,2,2,0,0,0,0,2015-06-01,2016-01-11,oise habitat,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ophmalakoff.marcoweb.fr,marcoweb.fr,ophmalakoff,2,2,0,2,2,0,0,0,0,2015-04-29,2016-02-25,o p h de malakoff,1,0.5,1.0,0,SHARED_INSTITUTIONAL
opievoy.fr,opievoy.fr,,2,2,0,2,2,0,0,0,0,2017-02-01,2017-04-12,groupe opievoy,1,0.5,1.0,0,SHARED_INSTITUTIONAL
orme.finances.ader.gouv.fr,ader.gouv.fr,orme.finances,2,2,0,2,2,1,0,0,1,2016-02-11,2016-07-28,mindef dga dt scat toulouse,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ouestrhodanien.marches-publics.info,marches-publics.info,ouestrhodanien,2,2,0,2,2,0,0,0,0,2020-02-23,2020-11-10,communaute de l ouest rhodanien,1,0.5,1.0,0,GENERIC_PLATFORM
pa-caen-presquile.fr,pa-caen-presquile.fr,,2,2,0,2,2,0,0,0,0,2015-09-09,2018-01-25,caen presqu ile,1,0.5,1.0,0,SHARED_INSTITUTIONAL
pa-paysdefalaise.fr,pa-paysdefalaise.fr,,2,2,0,2,2,0,0,0,0,2018-05-02,2018-12-12,cdc du pays de falaise,1,0.5,1.0,0,SHARED_INSTITUTIONAL
paris.fr,paris.fr,,2,2,0,2,2,0,0,0,0,2016-12-23,2019-06-20,mairie de paris,1,0.5,1.0,0,SHARED_INSTITUTIONAL
parisvatry.omnikles.com,omnikles.com,parisvatry,2,2,0,2,2,0,0,0,0,2019-01-13,2019-02-14,epgav,1,0.5,1.0,0,SHARED_INSTITUTIONAL
pasdecalais.fr,pasdecalais.fr,,2,2,0,2,2,0,0,0,0,2015-05-21,2018-07-26,conseil general du pas-de-calais,1,0.5,1.0,0,SHARED_INSTITUTIONAL
paysdelor.marcoweb.fr,marcoweb.fr,paysdelor,2,2,0,2,2,0,0,0,0,2018-03-14,2019-01-17,cte d agglomeration du pays de l or,1,0.5,1.0,0,SHARED_INSTITUTIONAL
plainecentrale94.achatpublic.com,achatpublic.com,plainecentrale94,2,2,0,2,2,0,0,0,0,2015-12-30,2017-11-10,cte agglo plaine centrale val-de marne,1,0.5,1.0,0,GENERIC_PLATFORM
plainecommune.fr,plainecommune.fr,,2,2,0,2,2,0,0,0,0,2015-10-22,2018-09-14,cte d agglo plaine commune,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ports-37.com,ports-37.com,,2,2,0,2,2,0,0,0,0,2016-07-25,2017-07-26,cc touraine val de vienne,1,0.5,1.0,0,SHARED_INSTITUTIONAL
prefectures-regions.gouv.fr,prefectures-regions.gouv.fr,,2,2,0,2,2,0,0,0,0,2019-03-29,2020-02-16,prefecture de la region rhone-alpes,1,0.5,1.0,0,SHARED_INSTITUTIONAL
profilacheteur.meuse.fr,meuse.fr,profilacheteur,2,2,0,2,2,0,0,0,0,2015-08-18,2020-11-09,conseil general de la meuse,1,0.5,1.0,0,SHARED_INSTITUTIONAL
rdtl.e-marchespublics.com,e-marchespublics.com,rdtl,2,2,0,2,2,0,0,0,0,2017-12-24,2019-01-22,grpt cdes rdtl trans-landes,1,0.5,1.0,0,GENERIC_PLATFORM
roannais-agglomeration.fr,roannais-agglomeration.fr,,2,2,0,2,2,0,0,0,0,2018-08-24,2020-12-26,grand roanne agglomeration,1,0.5,1.0,0,SHARED_INSTITUTIONAL
roissypaysdefrance.fr,roissypaysdefrance.fr,,2,2,0,2,2,0,0,0,0,2018-12-17,2020-12-23,communaute d agl roissy pays de france,1,0.5,1.0,0,SHARED_INSTITUTIONAL
rousset-fr.com,rousset-fr.com,,2,2,0,2,2,0,0,0,0,2018-12-18,2019-03-07,ccas ville de rousset,1,0.5,1.0,0,SHARED_INSTITUTIONAL
saedel.achatpublic.com,achatpublic.com,saedel,2,2,0,2,2,0,0,0,0,2018-01-24,2019-11-08,saedel,1,0.5,1.0,0,GENERIC_PLATFORM
saint-marcel27.e-marchespublics.com,e-marchespublics.com,saint-marcel27,2,2,0,2,2,0,0,0,0,2016-02-08,2019-07-26,commune de saint marcel,1,0.5,1.0,0,GENERIC_PLATFORM
saintes-marches.com,saintes-marches.com,,2,2,0,2,2,0,0,0,0,2018-06-08,2018-06-12,centre hospitalier de saintes,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sam.rhonealpes.fr,rhonealpes.fr,sam,2,2,0,2,2,0,0,0,0,2015-11-23,2019-01-13,region auvergne-rhone-alpes,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sarthe-marches-publics.fr,sarthe-marches-publics.fr,,2,2,0,2,2,0,0,0,0,2015-07-27,2018-12-20,mairie de challes,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sartrouville.fr,sartrouville.fr,,2,2,0,2,2,0,0,0,0,2016-05-06,2018-08-03,syndicat s3m,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sas73.achatpublic.com,achatpublic.com,sas73,2,2,0,2,2,0,0,0,0,2019-04-04,2019-07-12,societe amenagement de la savoie,1,0.5,1.0,0,GENERIC_PLATFORM
sde-aube.e-marchespublics.com,e-marchespublics.com,sde-aube,2,2,0,2,2,0,0,0,0,2015-06-15,2020-03-22,regie du sdea,1,0.5,1.0,0,GENERIC_PLATFORM
sdis41.fr,sdis41.fr,,2,2,0,2,2,0,0,0,0,2016-07-27,2020-09-23,sdis 41,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sdmis.fr,sdmis.fr,,2,2,0,2,2,0,0,0,0,2016-02-17,2020-08-05,sce dep metropolitain incendie secours,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sebli.marcoweb.fr,marcoweb.fr,sebli,2,2,0,2,2,0,0,0,0,2015-08-10,2017-03-14,sebli,1,0.5,1.0,0,SHARED_INSTITUTIONAL
seli.achatpublic.com,achatpublic.com,seli,2,2,0,2,2,0,0,0,0,2015-08-05,2015-12-15,seli,1,0.5,1.0,0,GENERIC_PLATFORM
semarelp.fr,semarelp.fr,,2,2,0,2,2,0,0,0,0,2016-05-14,2019-11-07,levaparc,1,0.5,1.0,0,SHARED_INSTITUTIONAL
semsamar.fr,semsamar.fr,,2,2,0,2,2,0,0,0,0,2018-03-09,2020-02-15,semsamar 973,1,0.5,1.0,0,SHARED_INSTITUTIONAL
serm.marcoweb.fr,marcoweb.fr,serm,2,2,0,2,2,0,0,0,0,2016-01-14,2017-04-21,citivia spl,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sia-habitat.e-marchespublics.com,e-marchespublics.com,sia-habitat,2,2,0,2,2,0,0,0,0,2015-11-16,2016-03-14,lto habitat,1,0.5,1.0,0,GENERIC_PLATFORM
siaved.fr,siaved.fr,,2,2,0,2,2,0,0,0,0,2018-01-12,2020-12-31,s i a v e d,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sidefage.fr,sidefage.fr,,2,2,0,2,2,0,0,0,0,2017-11-12,2020-09-07,sidefage,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sila.fr,sila.fr,,2,2,0,2,2,0,0,0,0,2017-01-21,2020-10-21,sila - syndicat mixte du lac d annecy,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sived83.e-marchespublics.com,e-marchespublics.com,sived83,2,2,0,2,2,0,0,0,0,2017-03-08,2020-05-31,sived,1,0.5,1.0,0,GENERIC_PLATFORM
smvo.marcoweb.fr,marcoweb.fr,smvo,2,2,0,2,2,0,0,0,0,2016-12-09,2019-03-06,synd mixte dep oise trpt traitement de,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sodevam.com,sodevam.com,,2,2,0,2,2,0,0,0,0,2015-04-17,2017-03-03,sodevam nord lorraine,1,0.5,1.0,0,SHARED_INSTITUTIONAL
sotta.fr,sotta.fr,,2,2,0,2,2,0,0,0,0,2016-07-21,2017-01-31,commune de sotta,1,0.5,1.0,0,SHARED_INSTITUTIONAL
synapse.entreprises.com,entreprises.com,synapse,2,2,0,2,2,0,0,0,0,2018-06-12,2019-10-18,commune villiers sur morin,1,0.5,1.0,0,SHARED_INSTITUTIONAL
synelva.e-marchespublics.com,e-marchespublics.com,synelva,2,2,0,2,2,0,0,0,0,2017-08-10,2020-11-05,spl chartres metropole energies,1,0.5,1.0,0,GENERIC_PLATFORM
sypp.fr,sypp.fr,,2,2,0,2,2,0,0,0,0,2015-11-03,2020-03-25,sypp,1,0.5,1.0,0,SHARED_INSTITUTIONAL
tabletteslorraines.fr,tabletteslorraines.fr,,2,2,0,2,2,0,0,0,0,2018-11-28,2019-07-18,commune de mont saint martin,1,0.5,1.0,0,SHARED_INSTITUTIONAL
tassinlademilune.marcoweb.fr,marcoweb.fr,tassinlademilune,2,2,0,2,2,0,0,0,0,2015-03-25,2016-09-26,siol,1,0.5,1.0,0,SHARED_INSTITUTIONAL
territoiredebelfort.fr,territoiredebelfort.fr,,2,2,0,2,2,0,0,0,0,2015-06-01,2016-05-11,conseil gal du territoire de belfort,1,0.5,1.0,0,SHARED_INSTITUTIONAL
territoria.achatpublic.com,achatpublic.com,territoria,2,2,0,2,2,0,0,0,0,2019-07-24,2020-10-20,smitom du ctre ouest seine et marnais,1,0.5,1.0,0,GENERIC_PLATFORM
univ-lille1.fr,univ-lille1.fr,,2,2,0,2,2,0,0,0,0,2015-12-04,2017-10-16,universite lille 1 sciences et techno,1,0.5,1.0,0,SHARED_INSTITUTIONAL
universite-paris-saclay.fr,universite-paris-saclay.fr,,2,2,0,2,2,0,0,0,0,2015-10-08,2018-11-16,comue universite paris saclay,1,0.5,1.0,0,SHARED_INSTITUTIONAL
valenceromansdeplacements.fr,valenceromansdeplacements.fr,,2,2,0,2,2,0,0,0,0,2015-03-05,2019-09-25,valence-romans deplacements,1,0.5,1.0,0,SHARED_INSTITUTIONAL
vallees-ax.marches-publics.info,marches-publics.info,vallees-ax,2,2,0,2,2,0,0,0,0,2017-02-10,2017-04-20,communaute de communes vallees d ax,1,0.5,1.0,0,GENERIC_PLATFORM
velizy-villacoublay.fr,velizy-villacoublay.fr,,2,2,0,2,2,0,0,0,0,2016-10-18,2019-05-08,commune de velizy villacoublay,1,0.5,1.0,0,SHARED_INSTITUTIONAL
vendee-energie.e-marchespublics.com,e-marchespublics.com,vendee-energie,2,2,0,2,2,0,0,0,0,2018-03-22,2020-11-21,boussay energies,1,0.5,1.0,0,GENERIC_PLATFORM
verdun.fr,verdun.fr,,2,2,0,2,2,0,0,0,0,2016-12-09,2017-02-14,communaute agglomeration grand verdun,1,0.5,1.0,0,SHARED_INSTITUTIONAL
vgm.marcoweb.fr,marcoweb.fr,vgm,2,2,0,2,2,0,0,0,0,2017-10-16,2017-11-28,ville de gujan mestras,1,0.5,1.0,0,SHARED_INSTITUTIONAL
vichy-communaute.achatpublic.com,achatpublic.com,vichy-communaute,2,2,0,2,2,0,0,0,0,2020-02-16,2020-09-17,vichy communaute,1,0.5,1.0,0,GENERIC_PLATFORM
ville-agde.marcoweb.fr,marcoweb.fr,ville-agde,2,2,0,2,2,0,0,0,0,2018-07-05,2019-01-20,caisse des ecoles,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-coudekerque-branche.fr,ville-coudekerque-branche.fr,,2,2,0,2,2,0,0,0,0,2018-05-06,2018-12-06,ccas de coudekerque-branche 59,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-courbevoie.fr,ville-courbevoie.fr,,2,2,0,2,2,0,0,0,0,2015-04-21,2020-12-17,val courbevoie,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-de-templemars.fr,ville-de-templemars.fr,,2,2,0,2,2,0,0,0,0,2017-04-07,2017-06-22,commune de templemars,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-grasse.fr,ville-grasse.fr,,2,2,0,2,2,0,0,0,0,2015-08-11,2018-11-29,commune de grasse,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-gujanmestras.fr,ville-gujanmestras.fr,,2,2,0,2,2,0,0,0,0,2016-04-08,2017-12-05,ville de gujan mestras,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-isbergues.fr,ville-isbergues.fr,,2,2,0,2,2,0,0,0,0,2015-11-20,2019-02-17,ccas de la ville d isbergues,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-issoire.marcoweb.fr,marcoweb.fr,ville-issoire,2,2,0,2,2,0,0,0,0,2017-01-04,2018-01-30,sireg,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-lagarde.fr,ville-lagarde.fr,,2,2,0,2,2,0,0,0,0,2017-02-23,2020-12-22,synd intercommunal de restauration,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-nd-bondeville.fr,ville-nd-bondeville.fr,,2,2,0,2,2,0,0,0,0,2016-10-07,2018-09-27,syndicat intercommunal de piscine,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-rochefort.fr,ville-rochefort.fr,,2,2,0,2,2,0,0,0,0,2018-12-19,2020-12-22,commune de rochefort,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ville-saintquentin.fr,ville-saintquentin.fr,,2,2,0,2,2,0,0,0,0,2017-01-07,2017-09-07,cte d agglomeration de saint-quentin,1,0.5,1.0,0,SHARED_INSTITUTIONAL
villerupt.e-marchespublics.com,e-marchespublics.com,villerupt,2,2,0,2,2,0,0,0,0,2015-04-14,2019-11-07,ccas de villerupt,1,0.5,1.0,0,GENERIC_PLATFORM
voixdelahautemarne.fr,voixdelahautemarne.fr,,2,2,0,2,2,0,0,0,0,2017-01-26,2018-01-15,commune de eurville bienville,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ww.achat-hopital.com,achat-hopital.com,ww,2,2,0,2,2,1,0,0,1,2015-03-03,2016-06-10,c h s de la sarthe,1,0.5,1.0,0,GENERIC_PLATFORM
ww.e-marchespublics.com,e-marchespublics.com,ww,2,2,0,2,2,0,0,0,0,2016-05-25,2017-07-14,commune de grambois,1,0.5,1.0,0,GENERIC_PLATFORM
ww.e-megalisbretagne.org,e-megalisbretagne.org,ww,2,2,0,2,2,1,1,0,1,2017-06-12,2017-11-19,departement du finistere,1,0.5,1.0,0,SHARED_INSTITUTIONAL
ww.klekoon.com,klekoon.com,ww,2,2,0,2,2,0,0,0,0,2016-02-11,2017-03-30,ch de chateauroux,1,0.5,1.0,0,GENERIC_PLATFORM
ww.marches-publics.info,marches-publics.info,ww,2,2,0,2,2,0,0,0,0,2017-09-07,2018-10-30,agglomeration du bocage bressuirais,1,0.5,1.0,0,GENERIC_PLATFORM
wwweadministration64.fr,wwweadministration64.fr,,2,2,0,2,2,0,0,0,0,2016-12-02,2018-04-10,communaute de communes de lacq-orthez,1,0.5,1.0,0,SHARED_INSTITUTIONAL
wwww.demat-ampa.fr,demat-ampa.fr,wwww,2,2,0,2,2,0,0,0,0,2017-01-06,2018-04-27,ville de begles,1,0.5,1.0,0,SHARED_INSTITUTIONAL
wwww.e-marchespublics.com,e-marchespublics.com,wwww,2,2,0,2,2,0,0,0,0,2018-01-06,2019-12-09,syndicat mixte aude centre,1,0.5,1.0,0,GENERIC_PLATFORM
wwww.mpe76.fr,mpe76.fr,wwww,2,2,0,2,2,0,0,0,0,2015-09-22,2016-02-08,conseil general de la seine-maritime,1,0.5,1.0,0,SHARED_INSTITUTIONAL
xmarches-aube.fr,xmarches-aube.fr,,2,2,0,2,2,0,0,0,0,2016-03-18,2016-10-27,grand troyes,1,0.5,1.0,0,SHARED_INSTITUTIONAL
yerres.e-marchespublics.com,e-marchespublics.com,yerres,2,2,0,2,2,0,0,0,0,2015-11-05,2018-04-20,c c a s yerres,1,0.5,1.0,0,GENERIC_PLATFORM
ablon-sur-seine.fr,ablon-sur-seine.fr,,2,1,1,1,1,0,0,0,0,2019-08-11,2019-08-11,ville d ablon-sur-seine,2,1.0,-0.0,0,BUYER_SPECIFIC
ac-rennes.fr,ac-rennes.fr,,2,1,1,1,1,0,0,0,0,2019-11-21,2019-11-21,rectorat d academie de rennes,2,1.0,-0.0,0,BUYER_SPECIFIC
achat-national.fr,achat-national.fr,,2,1,1,1,1,0,0,0,0,2015-06-17,2015-06-17,ville de lieusaint,2,1.0,-0.0,0,BUYER_SPECIFIC
ad41.org,ad41.org,,2,1,1,1,1,0,0,0,0,2019-09-29,2019-09-29,commune de st sulpice de pommeray,2,1.0,-0.0,0,BUYER_SPECIFIC
adoma.cdc-habitat.fr,cdc-habitat.fr,adoma,2,2,0,1,1,1,0,0,2,2018-08-30,2018-08-30,adoma,2,1.0,-0.0,0,BUYER_SPECIFIC
aeroportmontpellier.marcoweb.fr,marcoweb.fr,aeroportmontpellier,2,1,1,1,1,0,0,0,0,2017-04-20,2017-04-20,sa aeroport montpellier mediterranee,2,1.0,-0.0,0,BUYER_SPECIFIC
agglo-agen.net,agglo-agen.net,,2,2,0,2,1,0,0,0,0,2018-09-19,2020-12-14,agglomeration d agen,2,1.0,-0.0,0,BUYER_SPECIFIC
agglo-henincarvin.e-marchespublics.com,e-marchespublics.com,agglo-henincarvin,2,2,0,1,1,0,0,0,0,2016-10-13,2018-09-13,cte d agglomeration d henin-carvin,2,1.0,-0.0,0,GENERIC_PLATFORM
agglo-melunvaldeseine.fr,agglo-melunvaldeseine.fr,,2,1,1,1,1,0,0,0,0,2020-06-26,2020-06-26,camvs,2,1.0,-0.0,0,BUYER_SPECIFIC
agglo-moulins.e-marchespublics.com,e-marchespublics.com,agglo-moulins,2,1,1,1,1,0,0,0,0,2020-12-11,2020-12-11,communaute d agglomeration de moulins,2,1.0,-0.0,0,GENERIC_PLATFORM
agglo-pau.fr,agglo-pau.fr,,2,1,1,1,1,0,0,0,0,2020-12-16,2020-12-16,ca pau bearn pyrenees,2,1.0,-0.0,0,BUYER_SPECIFIC
agglo-saintes.fr,agglo-saintes.fr,,2,2,0,1,1,1,0,0,2,2018-07-26,2018-07-26,communaute d agglomeration de saintes,2,1.0,-0.0,0,BUYER_SPECIFIC
agglopole.marcoweb.fr,marcoweb.fr,agglopole,2,1,1,1,1,0,0,0,0,2016-01-05,2016-01-05,ca salon etang de berre-durance,2,1.0,-0.0,0,BUYER_SPECIFIC
agospap.e-marchespublics.com,e-marchespublics.com,agospap,2,1,1,1,1,0,0,0,0,2020-02-05,2020-02-05,agospap,2,1.0,-0.0,0,GENERIC_PLATFORM
agregorientation-metiersnormandie.e-marchespublics.com,e-marchespublics.com,agregorientation-metiersnormandie,2,1,1,1,1,0,0,0,0,2020-07-02,2020-07-02,ag reg de l orientation et metiers n,2,1.0,-0.0,0,GENERIC_PLATFORM
agysoft-marches-publics.info,agysoft-marches-publics.info,,2,1,1,1,1,0,0,0,0,2020-06-10,2020-06-10,aphm,2,1.0,-0.0,0,BUYER_SPECIFIC
aixenprovence.fr,aixenprovence.fr,,2,1,1,1,1,0,0,0,0,2020-12-18,2020-12-18,commune d aix en provence,2,1.0,-0.0,0,BUYER_SPECIFIC
ajoumarchespublics.fr,ajoumarchespublics.fr,,2,1,1,1,1,1,0,0,1,2018-11-22,2018-11-22,mairie de brissac-quince,2,1.0,-0.0,0,BUYER_SPECIFIC
alertevilledethonon.achatpublic.com,achatpublic.com,alertevilledethonon,2,1,1,1,1,0,0,0,0,2020-10-11,2020-10-11,commune de thonon-les-bains,2,1.0,-0.0,0,GENERIC_PLATFORM
alsacemarchepublic.eu,alsacemarchepublic.eu,,2,2,0,1,1,0,0,0,0,2019-03-15,2019-09-27,ccrm marckolsheim,2,1.0,-0.0,0,BUYER_SPECIFIC
amneville.synapse-entreprises.com,synapse-entreprises.com,amneville,2,1,1,1,1,0,0,0,0,2019-10-14,2019-10-14,ville d amneville,2,1.0,-0.0,0,GENERIC_PLATFORM
ancols.e-marchespublics.com,e-marchespublics.com,ancols,2,1,1,1,1,0,0,0,0,2015-12-18,2015-12-18,ancols,2,1.0,-0.0,0,GENERIC_PLATFORM
ancv.com,ancv.com,,2,1,1,1,1,0,0,0,0,2015-03-20,2015-03-20,agence nationale pour cheques-vacances,2,1.0,-0.0,0,BUYER_SPECIFIC
annetsurmarne.e-marchespublics.com,e-marchespublics.com,annetsurmarne,2,1,1,1,1,0,0,0,0,2019-06-05,2019-06-05,commune d annet sur marne,2,1.0,-0.0,0,GENERIC_PLATFORM
ao-espace-domicile.fr,ao-espace-domicile.fr,,2,1,1,1,1,0,0,0,0,2018-04-25,2018-04-25,espa domicile sa habitat loyer modere,2,1.0,-0.0,0,BUYER_SPECIFIC
ao-espacil-habitat.com,ao-espacil-habitat.com,,2,1,1,1,1,1,0,0,1,2019-11-28,2019-11-28,espacil habitat,2,1.0,-0.0,0,BUYER_SPECIFIC
aof-formpro.hautenormandie.fr,hautenormandie.fr,aof-formpro,2,2,0,1,1,0,0,0,0,2017-08-07,2019-07-14,region normandie,2,1.0,-0.0,0,BUYER_SPECIFIC
aof-formpro.normandie.fr,normandie.fr,aof-formpro,2,2,0,1,1,0,0,0,0,2019-12-04,2020-02-07,region normandie,2,1.0,-0.0,0,BUYER_SPECIFIC
aquavesc.e-marchespublics.com,e-marchespublics.com,aquavesc,2,1,1,1,1,0,0,0,0,2019-10-05,2019-10-05,aquavesc,2,1.0,-0.0,0,GENERIC_PLATFORM
aracarecgieoccitanie.achatpublic.com,achatpublic.com,aracarecgieoccitanie,2,1,1,1,1,0,0,0,0,2020-11-12,2020-11-12,spl arec occitanie,2,1.0,-0.0,0,GENERIC_PLATFORM
araf.marcoweb.fr,marcoweb.fr,araf,2,2,0,1,1,0,0,0,0,2015-05-28,2015-08-13,araf,2,1.0,-0.0,0,BUYER_SPECIFIC
arairepro.fr,arairepro.fr,,2,1,1,1,1,0,0,0,0,2015-08-28,2015-08-28,agglomeration de senart,2,1.0,-0.0,0,BUYER_SPECIFIC
arpe-paca.marcoweb.fr,marcoweb.fr,arpe-paca,2,2,0,1,1,0,0,0,0,2017-05-05,2018-03-19,agence regionale pour l environnement,2,1.0,-0.0,0,BUYER_SPECIFIC
asadusaintmartin.e-marchespublics.com,e-marchespublics.com,asadusaintmartin,2,1,1,1,1,0,0,0,0,2018-07-15,2018-07-15,asa du saint martin,2,1.0,-0.0,0,GENERIC_PLATFORM
atlantique-habitations.fr,atlantique-habitations.fr,,2,1,1,1,1,0,0,0,0,2018-01-19,2018-01-19,atlantique habitations sa hlm,2,1.0,-0.0,0,BUYER_SPECIFIC
bagneux92.fr,bagneux92.fr,,2,1,1,1,1,0,0,0,0,2017-01-21,2017-01-21,ville de bagneux,2,1.0,-0.0,0,BUYER_SPECIFIC
bast.marcoweb.fr,marcoweb.fr,bast,2,2,0,1,1,0,0,0,0,2016-05-20,2017-01-11,ville de bastia,2,1.0,-0.0,0,BUYER_SPECIFIC
bastia-agglomeration.com,bastia-agglomeration.com,,2,1,1,1,1,0,0,0,0,2020-11-15,2020-11-15,communaute d agglomeration de bastia,2,1.0,-0.0,0,BUYER_SPECIFIC
batiretloger.sudest-marchespublics.com,sudest-marchespublics.com,batiretloger,2,1,1,1,1,0,0,0,0,2019-10-17,2019-10-17,sa batir et loger,2,1.0,-0.0,0,BUYER_SPECIFIC
beaugency.fr,beaugency.fr,,2,1,1,1,1,0,0,0,0,2016-10-16,2016-10-16,ville de beaugency,2,1.0,-0.0,0,BUYER_SPECIFIC
beaupreau-en-mauges.e-marchespublics.com,e-marchespublics.com,beaupreau-en-mauges,2,2,0,1,1,2,1,1,1,2020-07-26,2020-07-26,commune de beaupreau en mauges,2,1.0,-0.0,0,GENERIC_PLATFORM
