source_notice_id,candidate_notice_id,source_date,candidate_date,buyer_key,buyer_key_type,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,score_forward_no_duration,candidate_rank,n_candidates_for_source,top1_top2_margin
15-111481,15-179747,2015-07-20,2015-11-27,NAME:chu de nantes,NAME_FALLBACK,4.270696452036794,,,,0.3027946318682979,0.2,0.6,0.3013041615385391,False,False,0.3013041615385391,4,18,0.4277961604071443
15-111481,15-182957,2015-07-20,2015-12-04,NAME:chu de nantes,NAME_FALLBACK,4.50065703022339,,,,0.3015213286166645,0.2,0.6,0.3007099533544435,False,False,0.3007099533544435,5,18,0.4277961604071443
15-111481,17-71407,2015-07-20,2017-05-24,NAME:chu de nantes,NAME_FALLBACK,22.141918528252297,,,,0.17991442564204585,0.2,0.6,0.24396006529962144,False,True,0.24396006529962144,6,18,0.4277961604071443
15-111481,17-9361,2015-07-20,2017-01-19,NAME:chu de nantes,NAME_FALLBACK,18.035479632063073,,,,0.1771083580569053,0.2,0.6,0.24265056709322252,False,False,0.24265056709322252,7,18,0.4277961604071443
15-111481,17-25915,2015-07-20,2017-02-22,NAME:chu de nantes,NAME_FALLBACK,19.152431011826543,,,,0.1597757566077192,0.2,0.6,0.234562019750269,False,False,0.234562019750269,8,18,0.4277961604071443
15-111481,17-35545,2015-07-20,2017-03-16,NAME:chu de nantes,NAME_FALLBACK,19.87516425755585,,,,0.07089120540301364,0.2,0.6,0.1930825625214064,False,False,0.1930825625214064,9,18,0.4277961604071443
15-111481,16-170680,2015-07-20,2016-11-25,NAME:chu de nantes,NAME_FALLBACK,16.228646517739815,,,,0.17464988152828564,0.0,0.6,0.16150327804653333,False,False,0.16150327804653333,10,18,0.4277961604071443
15-111481,17-58486,2015-07-20,2017-04-28,NAME:chu de nantes,NAME_FALLBACK,21.28777923784494,,,,0.14442013237135964,0.0,0.6,0.1473960617733012,False,False,0.1473960617733012,11,18,0.4277961604071443
15-111481,17-93666,2015-07-20,2017-07-03,NAME:chu de nantes,NAME_FALLBACK,23.45597897503285,,,,0.0966107365010064,0.0,0.6,0.12508501036713635,False,False,0.12508501036713635,12,18,0.4277961604071443
15-111481,17-102482,2015-07-20,2017-07-18,NAME:chu de nantes,NAME_FALLBACK,23.94875164257556,,,,0.0966107365010064,0.0,0.6,0.12508501036713635,False,False,0.12508501036713635,13,18,0.4277961604071443
15-111481,17-14986,2015-07-20,2017-02-02,NAME:chu de nantes,NAME_FALLBACK,18.495400788436267,,,,0.0709871723846007,0.0,0.6,0.11312734711281368,False,False,0.11312734711281368,14,18,0.4277961604071443
15-111481,16-128870,2015-07-20,2016-09-05,NAME:chu de nantes,NAME_FALLBACK,13.567674113009199,,,,0.07074551013709002,0.0,0.6,0.1130145713973087,False,False,0.1130145713973087,15,18,0.4277961604071443
15-111481,17-61541,2015-07-20,2017-05-05,NAME:chu de nantes,NAME_FALLBACK,21.517739816031536,,,,0.025009752699830728,0.0,0.6,0.0916712179265877,False,False,0.0916712179265877,16,18,0.4277961604071443
15-111481,16-72442,2015-07-20,2016-05-22,NAME:chu de nantes,NAME_FALLBACK,10.085413929040735,,,,0.01745313202453814,0.0,0.6,0.08814479494478449,False,False,0.08814479494478449,17,18,0.4277961604071443
15-111481,16-114945,2015-07-20,2016-08-01,NAME:chu de nantes,NAME_FALLBACK,12.417871222076215,,,,0.011184708202904695,0.0,0.6,0.08521953049468887,False,False,0.08521953049468887,18,18,0.4277961604071443
15-112713,17-33827,2015-07-22,2017-03-10,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,19.612352168199735,,,,0.47082416204310645,0.1,0.6,0.33971794228678304,True,False,0.33971794228678304,1,10,0.00874053039783812
15-112713,17-37863,2015-07-22,2017-03-17,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,19.842312746386334,,,,0.452094454047739,0.1,0.6,0.3309774118889449,True,False,0.3309774118889449,2,10,0.00874053039783812
15-112713,17-37945,2015-07-22,2017-03-17,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,19.842312746386334,,,,0.4242610776802298,0.1,0.6,0.31798850291744063,True,False,0.31798850291744063,3,10,0.00874053039783812
15-112713,17-39483,2015-07-22,2017-03-21,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,19.97371879106439,,,,0.37647414574955984,0.1,0.6,0.295687934683128,True,False,0.295687934683128,4,10,0.00874053039783812
15-112713,16-42023,2015-07-22,2016-03-24,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,8.081471747700395,,,,0.2099024623063109,0.0,0.6,0.17795448240961179,False,False,0.17795448240961179,5,10,0.00874053039783812
15-112713,17-7154,2015-07-22,2017-01-16,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,17.871222076215506,,,,0.026378241053827668,0.1,0.6,0.13230984582511962,True,False,0.13230984582511962,6,10,0.00874053039783812
15-112713,16-179721,2015-07-22,2016-12-15,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,16.819973718791065,,,,0.09861746848458997,0.0,0.6,0.12602148529280865,False,False,0.12602148529280865,7,10,0.00874053039783812
15-112713,16-12477,2015-07-22,2016-01-27,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,6.2089356110381075,,,,0.02996766899476746,0.0,0.6,0.09398491219755817,False,False,0.09398491219755817,8,10,0.00874053039783812
15-112713,17-67752,2015-07-22,2017-05-16,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,21.81340341655716,,,,0.02613022513857804,0.0,0.6,0.09219410506466977,False,False,0.09219410506466977,9,10,0.00874053039783812
15-112713,16-42170,2015-07-22,2016-03-24,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,8.081471747700395,,,,0.017366703914309722,0.0,0.6,0.08810446182667789,False,False,0.08810446182667789,10,10,0.00874053039783812
15-113362,16-115075,2015-07-22,2016-08-02,NAME:conseil general de loire-atlantique,NAME_FALLBACK,12.3850197109067,,,,0.020800551651816,0.2,0.6,0.16970692410418084,False,False,0.16970692410418084,1,10,0.00825227381099497
15-113362,16-118057,2015-07-22,2016-08-07,NAME:conseil general de loire-atlantique,NAME_FALLBACK,12.54927726675427,,,,0.0031171077711125077,0.2,0.6,0.16145465029318587,False,False,0.16145465029318587,2,10,0.00825227381099497
